,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
154,Dr. Mohamed Liaqath Hussain,General+Physician,26,"MBBS, Post Graduate Diploma in Diabetology (PGDD)",₹ 200,₹ 150,SIDCO Poly Clinic,Villivakkam,"Hair Growth, Gaining Weight, Staying HealthyNext ",10:00 AM,02:00 PM,Chennai
155,Dr. Ramakanth Reddy,General+Physician,12,"MBBS, DNB (General Medicine)",₹ 200,₹ 300,,,,07:00 AM,11:00 PM,Chennai
156,Dr. Rohith P A,General+Physician,11,"MBBS, Diploma in Diabetology, post graduate fellowship occupational health",₹ 200,,Dr.Rohith's Clinic,Chennai,,,,Chennai
157,Dr. Balamanikandan Paulchamy,General+Physician,19,"MBBS, MD - General Medicine",₹ 500,₹ 250,Flamingo Healthcare Centre,Chennai,,02:00 PM,08:00 PM,Chennai
158,Dr. Setty,General+Physician,45,MBBS,₹ 500,₹ 400,Doctoratyourplace,Kilpauk,"Allergy, Allopathy, Chickenpox",,,Chennai
159,Dr. Sandeep,General+Physician,16,"MBBS, MS - Obstetrics and Gynaecology",₹ 150,₹ 50,Dr.Sandeep,Chennai,,03:30 PM,09:30 AM,Chennai
160,Dr. Jeganathan N,General+Physician,9,"MBBS, Masters - Emergency Medicine, Fellowship in Intensive Care Medicine",₹ 100,₹ 100,Yours Clinically,Chennai,,06:00 PM,11:00 PM,Chennai
161,Dr. K Vijaya Kumar,General+Physician,4,Diploma in Diabetology,₹ 200,₹ 150,PADMAVATHI CLINIC,Ambattur,,10:00 AM,09:30 PM,Chennai
162,Dr. K  Santhakumari,General+Physician,40,"DGO, MBBS",₹ 200,,,,,09:00 AM,01:00 PM,Chennai
163,Dr. Kumaran Gopalakrishnan,General+Physician,3,MBBS,₹ 100,₹ 100,Dr.Kumaran Clinic,Chennai,,08:00 AM,11:00 PM,Chennai
164,Dr. Sukanya Mathupal,General+Physician,22,"MBBS, Diploma in Otorhinolaryngology (DLO), MD - Dermatology , Venereology & Leprosy",₹ 400,₹ 300,Kasturi Skin & ENT Clinic,Velachery,,06:00 PM,09:00 PM,Chennai
165,Dr. Vinod Kumar,General+Physician,25,,₹ 250,,The Doctor's Office,Chintadripet,,05:00 PM,06:30 PM,Chennai
166,Dr. Raveendran Sr,General+Physician,15,"MBBS,MD,D.Diab,FPC,FSM,D.CED",,₹ 200,S.R.Clinick,Chennai,,06:30 PM,07:30 PM,Chennai
167,Dr. Magesh Thirunavukkarasu,General+Physician,19,"MBBS, MRCP (UK)",₹ 400,,Sri Radha Bai General & Diabetes Clinic,K K Nagar,,05:00 PM,09:00 PM,Chennai
168,Dr. A N Kalanithi,General+Physician,60,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - General Medicine",₹ 300,,KHM Hospital,Chennai,,11:30 AM,02:00 PM,Chennai
169,Dr. Shanti Srinivasan,General+Physician,24,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Physiology",₹ 200,,Sakthi Multi Speciality Clinic,Chennai,,10:00 AM,11:00 AM,Chennai
170,Dr. Sujatha Chandra Sekaran S,General+Physician,35,"MBBS, Diploma of the Faculty of Family Planning (DFFP)",₹ 200,,Sujatha Clinic,Ambattur,,06:30 PM,08:00 PM,Chennai
171,Dr. Mythili Rajagopalan,General+Physician,41,"DNB - Pediatrics, MBBS",₹ 600,,Apollo Spectra Hospital - Alwarpet,Alwarpet,,12:00 PM,01:00 PM,Chennai
172,Dr. Aarthi Kumaravelu,General+Physician,13,"SCE Endocrinology and Diabetes , MD - Consultant Physician",₹ 100,,AK+ medicine and diabetes center,Sembakkam,,09:30 AM,03:00 PM,Chennai
173,Dr. T S Gopinath,General+Physician,40,"MBBS, DIH, PG - Diabetology",₹ 500,,Amruth Diabetes and Research Center,Royapettah,,05:00 PM,08:00 PM,Chennai
174,Dr. Aswani Latha,General+Physician,18,"DNB (General Medicine), MBBS",₹ 200,,Dr.G. Hementha Kumar,M.S.ORTHO.,,10:00 AM,01:00 PM,Chennai
175,Dr. Suraj Balaji,General+Physician,30,"MBBS, MS - General Surgery, Fellow of Academy of General Education (FAGE)",₹ 300,,Balaji Nursing Home,Thiruvanmiyur,,06:00 PM,08:00 PM,Chennai
176,Dr. Midhun Kumar,General+Physician,14,"MBBS, MD - General Medicine, DM - Cardiology",₹ 500,,RAVINA HOSPITAL,Maduravoyal,,05:00 PM,07:00 PM,Chennai
177,Dr. Deepak Kumar,General+Physician,11,m.b.b.s,₹ 250,₹ 150,Sri venkateshwara clinic,Choolaimedu,,08:00 PM,08:30 PM,Chennai
178,Dr. Vivek Muthukumarasamy,General+Physician,9,"MD - Internal Medicine, DNB - Cardiology",₹ 300,,Dr. Vivek Muthukumarasamy Clinic,Chennai,,06:00 PM,09:00 PM,Chennai
179,Dr. Arunmozhi R,General+Physician,26,MBBS,₹ 500,,Kamala Hospital,Chennai,,10:00 AM,02:00 PM,Chennai
180,Dr. Nischal A Jain,General+Physician,5,"MD - General Medicine, MBBS",₹ 350,₹ 250,No name,Chennai,,09:00 AM,05:00 PM,Chennai
181,Dr. Jaydeep Tripathy,General+Physician,11,"MBA (Healthcare), MBBS",₹ 300,₹ 200,,,,07:00 AM,07:00 AM,Chennai
182,Dr. Samundeeswari S,General+Physician,12,MBBS,₹ 200,,CARE Sports Injury,Saidapet,"Allergy, Allergy Treatment",08:00 AM,09:00 PM,Chennai
183,Dr. Gayathri Gunasekaran,General+Physician,3,"M.B.B.S, MD - Psychiatry",₹ 500,₹ 500,Harmony & Peace,Nanganallur,,03:00 PM,08:00 PM,Chennai
184,Dr. V Ashwin Karuppan,General+Physician,18,"MBBS, MD - General Medicine",₹ 600,₹ 250,Gleneagles Health City,Chennai,,10:00 AM,07:00 PM,Chennai
185,Dr. Nagendra,General+Physician,9,"MBBS, MD - General Medicine",₹ 250,₹ 250,Lifemed hospital,Royapettah,,07:00 AM,11:00 PM,Chennai
186,Dr. Utham K Sanjayan,General+Physician,5,"MBBS Bachelor of Medicine and Bachelor of Surgery, RITI, COVID CARE AND MANAGEMENT",₹ 450,₹ 50,Sunbeam,Chennai,,02:00 PM,07:00 PM,Chennai
187,Dr. Shoba Vivek,General+Physician,10,MBBS,₹ 150,,Sakthi Clinic,Avadi,,09:00 AM,12:00 PM,Chennai
188,Dr. Jawaharlal B,General+Physician,38,MBBS Bachelor of Medicine and Bachelor of Surgery,₹ 250,₹ 250,RASI CLINIC,Ramapuram,,11:00 AM,01:00 PM,Chennai
189,Dr. Mohammed Aslam,General+Physician,51,MBBS,₹ 200,,Dr.Mohammed Aslam,Mambalam,,07:00 PM,08:30 PM,Chennai
190,Farhat Jabeen,General+Physician,9,"MD - General Medicine, MBBS",₹ 200,₹ 250,Farhat Clinic,Chennai,,10:00 AM,12:00 PM,Chennai
191,Dr. Nithesh Kumar A,General+Physician,,,₹ 400,₹ 50,Dr Nithesh Kumar A Clinic,Chennai,,04:00 PM,09:30 PM,Chennai
192,Dr. Abhirup  Chakrabarti,General+Physician,9,"MBBS, Fellowship in Pediatrics",₹ 600,,Dr. Abhirup Chakrabarti Clinic,Pallavaram,Critical CareNext ,06:00 PM,09:00 PM,Chennai
193,Dr. Keshav Singh,General+Physician,48,MBBS,₹ 100,,Hari Clinic,Teynampet,,09:00 AM,01:00 PM,Chennai
194,Dr. J.Aman Kumar,General+Physician,35,MBBS,₹ 200,,Nahak clinic,Chennai,,05:00 PM,10:00 PM,Chennai
195,Dr. Srinivasan K,General+Physician,57,"MBBS, MD - General Medicine",₹ 200,,Kala Clinic,Mogappair West,Gastric ProblemNext ,04:00 PM,08:00 PM,Chennai
196,Dr. Anusha Vinayagam,General+Physician,,,,₹ 150,,,,,,Chennai
197,Dr. Shreevidya Venkatraman,General+Physician,30,"MBBS, MD",,,,,,09:00 AM,11:00 AM,Chennai
198,Dr. G.Gurunamasivayam,General+Physician,33,"MD - General Medicine, Diploma in Industrial Hygiene, DPM (Psychiatry), MBBS",₹ 500,,Dr.G.Gurunamasivayam,Velachery,,02:30 PM,08:00 PM,Chennai
199,Dr. Lakshmi Devarajan,General+Physician,52,"MBBS, DGO, MD - Obstetrics & Gynaecology",₹ 650,,Billroth Hospitals,Shenoy Nagar,,10:30 AM,01:00 PM,Chennai
200,Dr S Natarajan,Orthopedist,28,,,,,,,05:00 PM,08:00 PM,Chennai
201,Dr. Madu Sridhar,Orthopedist,16,"MS - Orthopaedics, M.Ch Trauma & Ortho, Diploma In Orthopaedics (D. Ortho), MBBS",₹ 250,₹ 300,Kedar Hospital,Porur,"Back Pain, Knee Pain, Leg PainNext ",06:30 PM,09:30 PM,Chennai
202,Apollo Spectra Hospitals,Orthopedist,,,,,,,,09:00 AM,09:00 PM,Chennai
203,Dr. J Faisal,Orthopedist,17,,₹ 350,₹ 350,Amruth Orthopaedic Centre,Porur,,05:00 PM,10:30 PM,Chennai
204,Dr. Saravanan Manoharan,Orthopedist,21,"MS - Orthopaedics, MBBS",₹ 200,₹ 250,Dr. Saravana's Ortho Clinic,Kolathur,,06:30 PM,09:00 PM,Chennai
205,Dr. Sripal J,Orthopedist,15,"Diploma In Orthopaedics (D. Ortho), MBBS",₹ 300,₹ 250,Shree ortho clinic,Chennai,,10:00 AM,01:00 PM,Chennai
206,Dr. Radhakrishnan Paulraj,Orthopedist,13,"MBBS, MS - Orthopaedics",₹ 400,₹ 300,International Ortho & Trauma Care,Vadapalani,"Foot Pain, Lower Back Pain, Knee PainNext ",03:00 PM,06:00 PM,Chennai
207,Dr. Dilip Kumar Naidu,Orthopedist,12,MS - Orthopaedics,₹ 250,₹ 300,Muthu Ganapathy Ortho & Physiotherapy Center,Singaperumal Koil,"Physiotherapy, Back PainNext ",03:00 PM,05:00 PM,Chennai
208,Dr. Hementha Kumar Govinda Rajan,Orthopedist,16,DNB (Orthopedics),₹ 300,₹ 100,Kumaran hospital,Poonamallee High Road,,10:00 AM,07:00 PM,Chennai
209,Dr. Naresh Pincha,Orthopedist,18,DNB (Orthopedics),₹ 300,₹ 450,Dr Naresh Pincha Clinic,Choolai,,10:00 AM,02:00 PM,Chennai
210,Dr. Anbalagan.K,Orthopedist,48,"MBBS, Diploma In Orthopaedics (D. Ortho), MS - Orthopaedics",₹ 200,₹ 300,Geetha Ortho Clinic,Tambaram,,06:00 PM,09:00 PM,Chennai
211,Dr. K C Mohan,Orthopedist,9,"DNB (Orthopedics), Post Doctoral Fellowship in Joint Replacement Surgery",₹ 300,₹ 200,Sree orthopedic clinic,Ashok Nagar,,04:00 PM,09:00 PM,Chennai
212,Dr. Naresh Padmanaabhan,Orthopedist,24,"MBBS Bachelor of Medicine and Bachelor of Surgery, D.Ortho",₹ 530,₹ 350,Neobone Ortho Clinic,Thiruvanmiyur,,11:00 AM,11:15 AM,Chennai
213,Dr. Arun Kannan,Orthopedist,18,,,,,,,,,Chennai
214,Dr. Vivek A N,Orthopedist,17,MS - Orthopaedics,₹ 500,,Promed Clinic ECR,Kottivakkam,"Knee Pain, Joint Pain, Leg PainNext ",04:30 PM,07:30 PM,Chennai
215,Dr. Jamal,Orthopedist,32,MS-Orthopaedics,₹ 500,₹ 300,Mryntaj Clinic,Chennai,"Back Pain, Hip Pain, Hip Pain TreatmentNext ",09:00 AM,12:00 PM,Chennai
216,Dr. Subair Khan,Orthopedist,24,MCH Ortho,₹ 300,,Orthomed Hospital,Royapettah,,11:00 AM,01:00 PM,Chennai
217,Dr. Govardhan,Orthopedist,42,MS - Orthopaedics,₹ 350,,Vasanthi Orthopedic Hospital,Arumbakkam,,10:00 AM,12:00 PM,Chennai
218,Dr. T V Raja,Orthopedist,32,"MBBS, MS - Orthopaedics",₹ 500,,Visa Hospital - T Nagar,T.Nagar,"Knee Pain, Leg PainNext ",07:00 PM,08:30 PM,Chennai
219,Dr. Priyadharshini R,Orthopedist,5,,₹ 500,,ReLiva Physiotherapy Clinic - T Nagar,T.Nagar,,05:00 PM,09:00 PM,Chennai
220,Dr. Vidhyasagar M,Orthopedist,11,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics, DNB (Orthopedics), F...read more",₹ 300,₹ 50,Sangam Bone And Joint Hospital,Ambattur,,,,Chennai
221,Dr. Sivaraj Sadhasivam,Orthopedist,14,"MBBS, MS - Orthopaedics",₹ 200,₹ 200,UrbanCare Clinic,Ramapuram,,07:00 PM,10:00 PM,Chennai
222,Dr. Phani Kiran S,Orthopedist,22,"MBBS, MS - Orthopaedics, DNB - Orthopedics, FNB SPINE SURGERY",₹ 300,,The Ortho Clinic,Velachery,"Leg Pain, Back Pain, Shoulder PainNext ",05:30 PM,07:00 PM,Chennai
223,Dr. Saminathan T,Orthopedist,,,₹ 300,,Dr.Sam's Clinic,Kilkattalai,,06:30 PM,11:00 PM,Chennai
224,Dr. Esakki Ganesan,Orthopedist,49,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",₹ 500,,Ganesans Ortho Care,Pallikaranai,,10:00 AM,01:00 PM,Chennai
225,Dr. B Chokkalingam,Orthopedist,33,,,,,,,03:00 PM,06:00 PM,Chennai
226,Dr. Vijay Kumar Sohanlal,Orthopedist,17,MS-Orthopedics,₹ 500,₹ 500,,,"Knee Pain, Knee Pain TreatmentNext ",04:30 PM,09:00 PM,Chennai
227,Dr. Rajesh Babu D,Orthopedist,25,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB, MNAMS - Orthopaedics, SPINE SURGERY TRAINING",₹ 500,₹ 400,VARSHAA SPECIALITY CLINICS,Ashok Nagar,,11:00 AM,12:00 PM,Chennai
228,Dr. Venkataraman Manian,Orthopedist,31,MBBS MS orthopaedics,₹ 300,₹ 100,Dr Venkataraman Ortho Clinic,Chennai,,09:00 AM,05:00 PM,Chennai
229,Dr. M Suresh Babu,Orthopedist,26,"MBBS, MS - Orthopaedics",₹ 300,,PM Hospital,Chennai,,07:30 PM,08:30 PM,Chennai
230,Dr. Sudhakar Williams,Orthopedist,49,"MBBS, Diploma in Orthopaedics, DNB - Orthopedics",₹ 600,,Sundaram Medical Foundation,Anna Nagar,,10:30 AM,01:00 PM,Chennai
231,Dr. C.S. Dhillon,Orthopedist,,,₹ 800,,Miot Hospital,Poonamallee,,08:00 AM,05:00 PM,Chennai
232,Dr. Bharani Kumar Dayanandam,Orthopedist,29,"MBBS, AFRCSI, FRCS - Trauma & Orthopedic",₹ 600,,Apollo Specialty Hospitals,Vanagaram,,10:00 AM,03:00 PM,Chennai
233,Dr. Surendar Bora,Orthopedist,45,"MBBS, Diploma in Orthopaedics, MS - Orthopaedics",₹ 500,,Bora Hospital,Saidapet,,06:00 PM,09:00 PM,Chennai
234,Dr. K M Ganapathy,Orthopedist,13,"M Ch. Ortho, M. S . Ortho",,₹ 250,Ortho And General Clinic,Chennai,,,,Chennai
235,Dr. Anantharaman,Orthopedist,25,"MBBS, MS - Orthopaedics, Diploma in Orthopaedics",₹ 300,,Acian Ortho clinic,Royapuram,,07:30 PM,10:30 PM,Chennai
236,Dr. Kanagasarathy .,Orthopedist,15,MS - Orthopaedics,₹ 200,,ELITE ORTHO CARE,Medavakkam,,11:00 AM,07:00 PM,Chennai
237,Dr. George Leonard Ponraj,Orthopedist,39,"MBBS, MS - Orthopaedics, Diploma in Orthopaedics",₹ 700,,Prashanth Multispeciality Hospital,Chetpet,,04:30 PM,06:00 PM,Chennai
238,Dr. Santosh Jacob,Orthopedist,,,₹ 700,,Be Well Hospital,T.Nagar,,05:00 PM,08:00 PM,Chennai
239,Dr. R Karu Shanmuga Karthikeyan,Orthopedist,17,"MBBS, MS - Orthopaedics, M.Ch.",₹ 150,,R.K.S Bone,Joint & Spine Clinic,,05:00 PM,09:00 PM,Chennai
240,Dr. Fakhruddin,Orthopedist,15,MS - Orthopaedics,₹ 300,₹ 300,lifecare ortho clinic,George Town,,05:00 PM,09:00 PM,Chennai
241,Dr. Dinesh Loganathan,Orthopedist,11,"MS - Orthopaedics, Ortho One Orthopaedic Speciality Centre",₹ 200,₹ 150,,,,06:00 PM,09:00 PM,Chennai
242,Dr. A B Sridhar Balakrishnan,Orthopedist,,,₹ 500,₹ 400,APPASAMY HOSPITAL,Arumbakkam,,06:00 PM,07:30 PM,Chennai
243,Dr. Parasarann G,Orthopedist,2,M.S Orthopaedics,₹ 200,₹ 200,Healtree Multispeciality Hospital,Neelankarai,,04:00 PM,05:00 PM,Chennai
244,Dr. Govindaraj A B,Orthopedist,45,"MBBS, MS - Orthopaedics, FRCS",,,,,,02:00 PM,03:00 PM,Chennai
245,Dr. Ashok Kumar P S,Orthopedist,28,"MBBS, MS - Orthopaedics",₹ 800,,SIMS Hospital,Vadapalani,,09:00 AM,01:00 PM,Chennai
246,Dr. V.Vijay Narasimman Reddy,Orthopedist,28,"MBBS, MS - Orthopaedics, DNB - Orthopedics",₹ 400,,Sri PadmaPriya Hospital,Mogappair,,06:30 PM,07:30 PM,Chennai
247,Dr. Senthilbalan,Orthopedist,15,MBBS,₹ 200,,Dr.Senbalan's Ortho Clinic,Pallikaranai,,06:00 PM,09:00 PM,Chennai
248,Dr. Raj Kanna,Orthopedist,23,"MBBS, MS - Orthopaedics, DNB (Orthopedics)",₹ 500,,Dr. Raj Kannas Knee Clinic,Anna Nagar,,06:00 PM,09:00 PM,Chennai
249,Dr. K    Velmurugan,Orthopedist,27,,₹ 300,,Dr Vel's Ortho Clinic,Nanganallur,,06:00 PM,09:00 PM,Chennai
250,Dr Sujatha,Gynaecologist,28,"MBBS, DGO, Post Graduate Diploma in Diabetology (PGDD)",₹ 500,,Pristyn Care Clinic,Chennai,,09:00 AM,02:31 PM,Chennai
251,Dr. Shreyaa Sriram,Gynaecologist,,,,,,,,03:00 PM,09:00 PM,Chennai
252,Dr. Agila,Gynaecologist,,,₹ 300,₹ 250,M.R hospital,Aminjikarai,,06:30 PM,07:30 PM,Chennai
253,Dr. Aakash Fertility Centre & Hospital,Gynaecologist,38,Sexologist,,₹ 400,Dr. Kamaraj Hospital For Men's Health,Vadapalani,"Fertility, Male Sexual Problems Treatment, Erectile Dysfunction",04:00 PM,04:00 PM,Chennai
254,Dr. Chinthu Madeswaran,Gynaecologist,12,"MBBS, DGO",₹ 500,₹ 500,Maaya Women's Hospital & Fertility Centre,Kolathur,,04:00 PM,10:00 PM,Chennai
255,Dr. Inthu M,Gynaecologist,13,"MBBS, M.S Obstetrics & Gynaecology, F.MAS Fellowship In Minimal Access Surgery, D. MAS Dip...read more",₹ 500,₹ 500,Maaya Speciality Hospitals,Kolathur,,07:00 AM,11:00 PM,Chennai
256,Dr. K S Jeyarani Kamaraj,Gynaecologist,30,"MBBS, DGO - Gynecology & Obstetrics, MD - Obstetrtics & Gynaecology",₹ 600,,Aakash Fertility Centre & Hospital,Vadapalani,"Irregular Periods, Trying to Conceive, Polycystic Ovary SyndromeNext ",11:30 AM,07:30 PM,Chennai
257,Dr. Parimalam Ramanathan,Gynaecologist,30,"FRCOG (London) (Fellow Of Royal College Of Obstetricians & Gynaecologists), Certificate Of...read more",₹ 700,₹ 250,London Harley Street Women & Fertility Centre,Perungudi,"No Periods, Irregular Periods, Polycystic Ovary Syndrome",10:30 AM,01:30 PM,Chennai
258,Dr. Bhavna Mehta,Gynaecologist,31,"DGO, MBBS",₹ 600,₹ 500,Murugan Hospital,Kilpauk,"No Periods, Irregular Periods, InfertilityNext ",11:30 AM,12:30 PM,Chennai
259,Dr. Preethi P,Gynaecologist,34,"MBBS, DGO - Gynaecologist & Obstetrician, Diploma in Advanced Gynaec Laparoscopic Surgery",₹ 700,₹ 700,Prime OBG Women Speciality - Thiruvanmiyur,Thiruvanmiyur,,10:00 AM,02:00 PM,Chennai
260,Dr. Sujatha Rajnikanth,Gynaecologist,24,"MBBS, DNB (Obstetrics & Gynecology), Tobacco Cessation Specialist, Counselling Psychologis...read more",₹ 600,₹ 400,Velvom,Mogappair East,"Vaginoplasty Treatment, Pap Smear, Hymenoplasty TreatmentNext ",11:00 AM,04:00 PM,Chennai
261,Dr. K M Kundavi Shankar,Gynaecologist,37,"MBBS, Diploma in Obstetrics & Gynaecology, DNB (Obstetrics and Gynecology), MNAMS (Members...read more",,,,,"Pregnancy, AbortionNext ",08:30 AM,05:00 PM,Chennai
262,Dr. Shantha Rama Rao,Gynaecologist,49,"MD - Obstetrtics & Gynaecology, DGO, MBBS, Fellowship  certificate in DIABETOLOGY",₹ 500,₹ 500,Thulasi Krishna Nursing Home,Kodambakkam,,11:30 AM,07:30 PM,Chennai
263,Dr. Dhwaraga Jeyaraman,Gynaecologist,20,"MBBS, DGO, MS - Obstetrics and Gynaecology",₹ 600,₹ 500,SURABHI WOMEN'S CLINIC,Chennai,,05:00 PM,08:00 PM,Chennai
264,Dr. Gowri Meena,Gynaecologist,20,"MRCOG, DNB (Obstetrics and Gynecology), MD",,,,,PregnancyNext ,09:30 AM,12:30 PM,Chennai
265,Dr. Thamarai,Gynaecologist,27,"MBBS, DGO",₹ 400,₹ 300,Prolife Obstetrics & Gynaecology Clinic & Scan,Manapakkam,,10:30 AM,12:30 PM,Chennai
266,Dr. Ramapraba Subburam,Gynaecologist,12,"MBBS, MS - Obstetrics and Gynaecology",₹ 300,₹ 400,VARAMM HEALTHCARE PVT LTD,Anna Nagar,,10:00 AM,01:00 PM,Chennai
267,Dr. Havila Sravanthi,Gynaecologist,15,"MBBS, Diploma in Obstetrics & Gynaecology, DNB (Obstetrics and Gynecology)sund, Fellowship...read more",,,,,,12:30 PM,02:00 PM,Chennai
268,Dr. Niveditha K J,Gynaecologist,10,"MBBS, MS - Obstetrics & Gynaecology",₹ 600,₹ 500,Aakash Fertility Centre & Hospital,Vadapalani,,11:00 AM,09:00 PM,Chennai
269,Dr. Deepa Ganesh,Gynaecologist,23,,,,,,"Polycystic Ovary Syndrome, Irregular Periods, PregnancyNext ",04:00 PM,07:00 PM,Chennai
270,Dr. Lavangi Sudhakar,Gynaecologist,54,MBBS,₹ 200,,SP Hospital,Adambakkam,,09:00 AM,11:00 AM,Chennai
271,Dr. Aishwarya A,Gynaecologist,11,"MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), MBBS",₹ 500,₹ 250,Aval Women Care,Besant Nagar,,05:00 PM,09:00 PM,Chennai
272,Dr. Sivakami Gopinath,Gynaecologist,42,"MBBS, DGO",₹ 800,,SIMS Hospital     (On Call),Vadapalani,,10:30 AM,04:00 PM,Chennai
273,Dr. Chandralekha,Gynaecologist,38,"MS - Obstetrics and Gynaecology, MBBS",₹ 800,,Iswarya Women's Hospital and Fertility Centre    (On Call),Kasturbai Nagar,"No Periods, Delivery, PregnancyNext ",10:00 AM,04:00 PM,Chennai
274,Dr. Meenakshi Balasubramanian,Gynaecologist,18,"MBBS, DGO",₹ 600,₹ 500,KRIA Women's Clinic,Adyar,,04:00 PM,07:00 PM,Chennai
275,Dr. Arun Muthuvel,Gynaecologist,13,"MCH - Reproductive Medicine & Surgery, MS - Obstetrics & Gynaecology",₹ 550,₹ 200,Iswarya Fertility centre,Adyar,,11:00 AM,12:00 PM,Chennai
276,Dr. K S Ramya,Gynaecologist,19,"MS - Obstetrics and Gynaecology, DGO, MBBS",₹ 500,₹ 300,Diya Specialty Clinic,Velachery,,05:00 PM,08:00 PM,Chennai
277,Dr. Abdul Basith,Gynaecologist,14,"MBBS, MD - Obstetrtics & Gynaecology",₹ 500,₹ 100,Premier Plus Clinic,Chennai,PregnancyNext ,07:00 PM,08:30 PM,Chennai
278,Dr. Shiva Singh Shekhawat,Gynaecologist,20,"MBBS, DGO, DNB, CIMP, Fellowship In Minimal Access Surgery, Diploma In Minimal Access Surg...read more",,,,,"Pregnancy Symptoms, Delivery, Pregnancy",08:00 AM,10:00 AM,Chennai
279,Dr. Aruna Ashok,Gynaecologist,20,"Infertility Specialist, MS - Obstetrics and Gynaecology, MBBS",₹ 250,,Metro Speciality Clinic,R A Puram,,04:30 PM,09:00 PM,Chennai
280,Dr. Premalatha Balachandran,Gynaecologist,25,"MBBS, DGO, MRCOG",₹ 400,,Dr.Prema's Women's Clinic,Adyar,,06:05 PM,09:00 PM,Chennai
281,Dr. Akhila Sangeetha Bhat,Gynaecologist,26,"MS - Obstetrics and Gynaecology, MBBS",₹ 900,,Dr Akhila Sangeetha Bhat Clinic,Kilpauk,"Irregular Periods, Abortion, No PeriodsNext ",01:00 PM,05:00 PM,Chennai
282,Dr. Mala Raj,Gynaecologist,32,"MBBS, Diploma in Obstetrics & Gynaecology, Diploma in Advanced Gynaec Laparoscopic Surgery...read more",₹ 500,,Firm Hospital -  Chennai,Chennai,,09:00 AM,08:00 PM,Chennai
283,Dr. Shaanthy Gunasingh,Gynaecologist,40,"MBBS, DGO, MD",₹ 500,₹ 500,Mangalam Healthcare and Dental Clinic,Mogappair West,,10:00 AM,01:00 PM,Chennai
284,Dr. Geetha Haripriya,Gynaecologist,44,"MBBS, DGO, MD - Obstetrics & Gynaecology",₹ 500,₹ 200,Prashanth Fertility Research centre,Chetpet,,11:00 AM,08:30 PM,Chennai
285,Dr. R S Krithika Devi,Gynaecologist,29,"MBBS, DGO",₹ 400,,Babu's Maternity Hospital,Tambaram,,08:00 AM,12:00 PM,Chennai
286,Dr. Kumari Anukriti,Gynaecologist,10,"MS - Obstetrics and Gynaecology, MBBS",₹ 600,₹ 400,WCF Hospitals,Chennai,,04:00 PM,06:00 PM,Chennai
287,Dr. M  Velrani,Gynaecologist,52,"MBBS, Diploma in Obstetrics & Gynaecology",₹ 500,,Subam Specality Hospital,Virugambakkam,"No Periods, Sexually Transmitted Disease (STD) Treatment, Pregnancy Query",06:30 PM,08:30 PM,Chennai
288,Dr. Thamarai,Gynaecologist,28,"MBBS, DGO",₹ 400,,Prolife Obstetrics And Gynaecology Clinic & Scans,Manapakkam,,08:00 AM,09:00 PM,Chennai
289,Oasis Fertility,Gynaecologist,,,₹ 700,,,,,09:00 AM,06:00 PM,Chennai
290,Srushti Fertility Centre & Women's Hospital,Gynaecologist,28,Best Fertility Centre In India,₹ 750,₹ 300,Srushti Fertility Centre & Women's Hospital,Ramapuram,Insemination,09:00 AM,09:00 PM,Chennai
291,Dr. Sahityalakshmi Manoharan,Gynaecologist,6,"MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), Fellowship in Reproducti...read more",₹ 800,₹ 600,Kauvery Hospital,Vadapalani,,09:00 AM,04:00 PM,Chennai
292,Dr. Smisha,Gynaecologist,25,"MBBS, Diploma in Obstetrics & Gynaecology, DNB (Obstetrics and Gynecology), FNB Reproducti...read more",₹ 500,,Parvathi Nursing Home,K K Nagar,Ovarian Ablation,11:00 AM,02:00 PM,Chennai
293,Dr. M R  Monisha,Gynaecologist,16,"MBBS, MD - Obstetrics & Gynaecology",₹ 500,₹ 500,Mother's Care Clinic,Chennai,,12:30 PM,02:00 PM,Chennai
294,Dr. Kavitha Gautham,Gynaecologist,23,"MBBS, MD - Obstetrics & Gynaecology, Diploma in Radiation Medicine, FICOG, FIMSA",₹ 500,,Bloom Fertility & Healthcare,Velachery,,02:00 PM,04:00 PM,Chennai
295,Dr. Sadhana Srithar,Gynaecologist,32,"MBBS, DGO",₹ 300,,Sakthi Clinic,Chennai,,11:00 AM,01:00 PM,Chennai
296,Dr. Vidhya Selvam,Gynaecologist,14,"MBBS, MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), MRCOG(UK), FMAS.Laparoscopy",₹ 300,,DeeGee Clinic,Chromepet,PregnancyNext ,06:30 PM,09:00 PM,Chennai
297,Dr. Anusuya M,Gynaecologist,44,"MBBS, MS - General Surgery, DGO",₹ 500,,Anjakha Multispeciality Hospital,Medavakkam,,05:00 PM,08:00 PM,Chennai
