,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
133,Dt. Neeru Dawra,Dietitian/Nutritionist,8,Diploma In DDHE,₹ 500,₹ 300,ND DIET & NUTRITION CLINIC,Rohini Sector 11,,06:00 PM,08:00 PM,Chennai
134,Dt. Kusum Surana,Dietitian/Nutritionist,50,MBBS,₹ 500,₹ 500,Dr. Surana Eye Tech,Hauz Khas,,06:30 PM,07:30 PM,Chennai
135,Dr. Monika Arora,Dietitian/Nutritionist,22,"B.Sc - Home Science , PG - Diploma In Nutrition & Dietcics",₹ 700,₹ 300,Indus Health,Pitampura,"Diet Planning, Diet Chart, Weight ManagementNext ",10:00 AM,01:00 PM,Chennai
136,Dt. Priyanka Panwar,Dietitian/Nutritionist,18,M.Sc. - Dietitian,₹ 500,₹ 200,Rising Health (On Call),Lajpat Nagar,"Gaining Weight, Weight Loss, Diet PlanningNext ",10:00 AM,07:00 PM,Chennai
137,Dr. Ruchi Bhatia,Dietitian/Nutritionist,21,Diploma in Diet and Nutrition,₹ 200,,Ruchi Bhatia Diet Studio,Lajpat Nagar,,09:00 AM,03:00 PM,Chennai
138,Dt. Punita Srivastava,Dietitian/Nutritionist,13,"M.SC In Clinical Nutrition & Dietetics, PGCDE Certifies Diabetes Educator",,₹ 300,Apollo Hospital,Sarita Vihar,,10:00 AM,05:00 PM,Chennai
139,Dt. Lata Sharma,Dietitian/Nutritionist,26,,₹ 750,,iDiets,Patparganj,,05:00 PM,08:00 PM,Chennai
140,Dt. Diksha Gulati,Dietitian/Nutritionist,11,"BSc - Food & Nutrition, Post Graduation Diploma In Dietetics & Public Health Nutrition, Di...read more",,₹ 350,Diet Plate,Model Town,,06:00 PM,08:00 PM,Chennai
141,Dt. Monica Kapur,Dietitian/Nutritionist,31,"Certification In Nutrition & Weight Management, B.Com, Certificate In Food & Nutrition",,₹ 300,Dr. Monica's Diet Clinic,Pitampura,,12:00 PM,07:00 PM,Chennai
142,Dt. Deepak Bhanot,Dietitian/Nutritionist,14,DNHE,₹ 500,₹ 200,,,,10:00 AM,07:00 PM,Chennai
143,Dt. Pallavi Dua,Dietitian/Nutritionist,6,,₹ 500,₹ 200,Surgical Center For Obesity And Diabetes,Delhi,,10:00 AM,05:00 PM,Chennai
144,Dr. Richa Garg,Dietitian/Nutritionist,21,"Bachelor of Ayurveda, Medicine and Surgery (BAMS)",,₹ 300,Arogyam Nutrition,Rohini,,09:00 AM,05:00 PM,Chennai
145,Dt. Priti Bhatia,Dietitian/Nutritionist,18,MSC Food & Nutrition,₹ 700,₹ 700,De' Health Planet,Dwarka Sector 6,,11:00 AM,08:00 PM,Chennai
146,Dt. Rakhi Khurana,Dietitian/Nutritionist,27,Bsc - Home Science,,₹ 300,Diet Care N Cure,Ashok Vihar,,09:00 AM,02:00 PM,Chennai
147,Dt. Nidhi Bhalla,Dietitian/Nutritionist,28,"BSC, Diploma in Diet & Nutrition",₹ 500,₹ 300,Nidhi Bhalla Diet Clinic,Rohini,,09:30 AM,03:30 PM,Chennai
148,Dt. Shivani Sikri,Dietitian/Nutritionist,12,"Post Graduate Diploma in Nutrition & Dietetics, Post Graduate Diploma in Piblic Health Nutrition",,,,,Weight LossNext ,09:30 AM,07:00 PM,Chennai
149,Dr. Sugeeta Mutreja,Dietitian/Nutritionist,24,"BAMS, MBA (H.A), DNHE",,₹ 300,Aarogya Diets & Nutrition Clinic,Dwarka Sector 12,,09:00 AM,01:00 PM,Chennai
150,Dr. Anil Mehta,General+Physician,30,"MBBS, DNB (General Medicine)",₹ 500,₹ 700,Aakash Medical Centre,Sheikh Sarai,"Allergy, Allergy Treatment, Hair FallNext ",07:30 PM,08:30 PM,Chennai
151,Dr. Prakhar Singh,General+Physician,10,"MBBS, Basic Life Support (B.L.S), Advanced Cardiac Life Support, Fellow Of Academy Of Gene...read more",₹ 500,₹ 300,Sama hospital,Siri Fort,"Masturbation Addiction, Stomach Pain, Body Weakness",09:30 AM,10:30 AM,Chennai
152,Dr. Rajiva Gupta,General+Physician,44,"MBBS, MD - Internal Medicine, Post Graduate Program in Diabetology",,,,,"Masturbation Addiction, Stomach Pain, HeadachesNext ",04:00 PM,06:00 PM,Chennai
153,Dr. Hanish Gupta,General+Physician,21,"MBBS, DNB (General Medicine)",₹ 700,₹ 500,LifeAID Clinic,Mayur Vihar Phase 1,"Diabetes, Diabetes, Thyroid Disorders",07:30 AM,09:00 AM,Chennai
154,Dr. Amarpreet Singh Riar,General+Physician,19,"MBBS, PG Diploma In Emergency Trauma Care, Fellowship in Diabetes",,₹ 600,Aman Medical Clinic,Dwarka,"Allergy, Penis Pain, Cold CoughNext ",10:00 AM,02:00 PM,Chennai
155,Dr. Ajit  K Thakur,General+Physician,25,"MD - General Medicine, MBBS, IDCCM, IFCCM Critical Care",₹ 500,₹ 700,Al Shifa Hospital,Okhla,,05:30 PM,07:00 PM,Chennai
156,Dr. Ashish Khattar,General+Physician,24,"MBBS, MD - General Medicine, PG Diploma Diabetology, Post Graduate Diploma in Clinical End...read more",₹ 700,₹ 800,,,,06:00 PM,08:30 PM,Chennai
157,Dr. Vijay  Kansal,General+Physician,53,MBBS,₹ 600,₹ 300,Kalyan Poly Clinic,Pitampura,,04:00 PM,08:00 PM,Chennai
158,Dr. Utsav Sahu,General+Physician,9,MD - Medicine,,,,,Bladder InfectionsNext ,04:00 PM,08:00 PM,Chennai
159,Dr. Nikhil Aggarwal,General+Physician,9,"MBBS, MD - Anatomy",₹ 600,₹ 600,Medical care,Gujranwala Town,,04:30 PM,11:00 PM,Chennai
160,Dr. Neelam Nath,General+Physician,49,"Diploma in Obstetrics & Gynaecology, MBBS",₹ 200,₹ 300,Suneera Charitable Center,New Delhi,"Pregnancy, AbortionNext ",04:00 PM,07:00 PM,Chennai
161,Dr. Pratik Banerjee,General+Physician,35,MBBS,,,,,Neck PainNext ,08:30 AM,01:30 PM,Chennai
162,Dr. Rakesh Sharma,General+Physician,36,"DDF, FCCP, MD , MBBS",₹ 700,,₹ 1,000 onlineDr Rakesh Sharma’s Clinic,"Diabetes, Dizziness, ImmunizationsNext ",01:00 PM,06:00 PM,Chennai
163,Dr. Ritez Kumar,General+Physician,18,"MBBS, MD - Internal Medicine",₹ 600,,GLOBAL WELLNESS CENTRE,Dabri,"Headaches, Chest Pain, TuberculosisNext ",06:00 PM,09:00 PM,Chennai
164,Dr. Hariom Ahuja,General+Physician,45,"MD - Internal Medicine, MBBS",,₹ 400,Ahuja Clinic,Saket,,05:00 PM,06:30 PM,Chennai
165,Dr. Ramneek Varma,General+Physician,48,"MD-Internal Medicine , MBBS",,₹ 300,Sukhmani Hospital,Safdarjung Enclave,"Staying Healthy, Body Weakness, Alcoholic Liver DiseaseNext ",05:00 PM,06:00 PM,Chennai
166,Dr. Vipul Mohan,General+Physician,17,"MBBS, MD - General Medicine, Diploma In Cardiology",,,,,"Diabetes, Diabetes ManagementNext ",04:00 PM,08:00 PM,Chennai
167,Dr. Mohd. Sajid Khan,General+Physician,17,"MD, MBBS",₹ 200,₹ 200,Alshifa Hospital,Okhla,"Neck Pain, Stomach Pain, HeadachesNext ",03:00 PM,05:00 PM,Chennai
168,Dr. Rajesh Kumar Meena,General+Physician,19,"MD - Consultant Physician, Senior Resident-Emergency Medicine",,₹ 800,Moolchand Medcity,Lajpat Nagar,,11:00 AM,03:00 PM,Chennai
169,Dr. Suresh Mittal,General+Physician,40,"MD, MBBS",,,,,,04:00 PM,05:00 PM,Chennai
170,Dr. Satish Kumar Bhardwaj,General+Physician,33,Fellowship of College of General Practice (FCGP),,,,,,06:30 PM,08:00 PM,Chennai
171,Dr. Pankaj Kumar,General+Physician,19,"MBBS, DNB FAMILY MEDICINE",₹ 700,₹ 650,Diet Plus Minus,Delhi,,10:00 AM,02:00 PM,Chennai
172,Dr. Manish Gambhir,General+Physician,29,BAMS,₹ 200,₹ 700,Pushp Clinic,New Delhi,AllergyNext ,10:00 AM,01:30 PM,Chennai
173,Dr. Sanjeev Gupta,General+Physician,24,"MBBS, MD - Medicine, POST GRADUATE CLINICAL COURSE IN DIABETES MANAGEMENT",₹ 500,₹ 500,Dr. Sanjeev Clinc,Vaibhav Khand,"Chickenpox Treatment  , Diabetes, Neck Pain",09:00 AM,12:00 PM,Chennai
174,Dr. Sanchayan Roy,General+Physician,26,"DNB (Medicine), MBBS",,,,,"Headaches, Stomach Pain, SweatingNext ",09:00 AM,11:30 AM,Chennai
175,Dr. Manisha Roy,General+Physician,18,MBBS,₹ 500,₹ 300,Dr. Manisha,Delhi,"Erection Problems, Epilepsy, Neck PainNext ",10:00 AM,07:30 PM,Chennai
176,Dr. Aakash Kumar,General+Physician,7,"Bachelor of Ayurveda, Medicine and Surgery (BAMS), CMS & ED, MD, ACCM, ACDM",₹ 300,₹ 300,,,,12:00 PM,05:00 PM,Chennai
177,Dr. Ashok Grover,General+Physician,45,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), MD - General Medicine",,,,,"Gaining Weight, Hyperthyroidism, Underactive ThyroidNext ",10:00 AM,12:00 PM,Chennai
178,Dr. Arun  Jain,General+Physician,36,MBBS,₹ 500,₹ 500,Dr. Arun Jain's Clinic,Rohini,,09:00 AM,01:30 PM,Chennai
179,Dr. Bharat Bhushan Bharti,General+Physician,29,MD Physician,₹ 500,,Dr Bharti Clinic,Gulabi Bagh,,06:00 PM,09:00 PM,Chennai
180,Dr. Manoj Kumar Jha,General+Physician,29,"MBBS, MBA (Healthcare)",₹ 500,₹ 500,Dr Jha Online Consultation,Delhi,"Gastric Problem, Chikungunya, Neck Pain",09:00 AM,11:00 PM,Chennai
181,Dr. Nishi Nath Jha,General+Physician,39,"MBBS, MD - Medicine",₹ 500,₹ 900,Good Health Clinic,Shastri Nagar,,10:00 AM,02:00 PM,Chennai
182,Dr. Amit Singhal,General+Physician,18,"M.B.B.S., M.D.",₹ 450,₹ 200,Singhal Clinic,New Delhi,,10:00 AM,01:00 PM,Chennai
183,Dr. Garima,General+Physician,3,MNAMS (Membership of the National Academy) (Ophthalmology),₹ 300,,Private Practitioner,Sarita Vihar,"Allergy, Allergy TreatmentNext ",07:00 AM,04:30 PM,Chennai
184,Dr. Pulkit K.Varshney,General+Physician,12,"MBBS Bachelor of Medicine and Bachelor of Surgery, Postgraduate Diploma Clinical Cardiolog...read more",₹ 500,₹ 500,Dr.Pulkits Family  Clinic And Diabetes Centre,Subhash Nagar,,10:00 AM,02:00 PM,Chennai
185,Dr. Dheeraj Khatri,General+Physician,18,MD,₹ 250,₹ 250,DD khatri family clinic,Shalimar Bagh,"Thyroid Problems Treatment, Allergy Treatment, AllergyNext ",06:00 PM,08:30 PM,Chennai
186,Dr. Vikram Jeet Singh,General+Physician,28,,,,,,,02:00 PM,05:00 PM,Chennai
187,Dr. Suman Nigam,General+Physician,41,MBBS,₹ 800,₹ 300,Dr. Suman Clinic,Vasant Kunj,,06:00 PM,08:00 PM,Chennai
188,Dr. Rachna Kucheria,General+Physician,31,"MBBS, MD - Medicine, MD - USC, California",,,,,,10:00 AM,03:00 PM,Chennai
189,Dr. A.P. Bhatia,General+Physician,35,"MD - Internal Medicine, MBBS",₹ 500,₹ 500,Dr. A.P. Bhatia Clinic,Krishna Nagar,,06:30 PM,07:30 PM,Chennai
190,Dr. Atul Kakar,General+Physician,35,"Fellowship in  Rheumatology, MNAMS, DNB (Internal Medicine), MBBS",,,,,"Allergy Treatment, AllergyNext ",04:00 PM,06:00 PM,Chennai
191,Dr. Yogesh Sehrawat,General+Physician,17,MD - General Medicine,,₹ 400,Siddharth Multispeciality Hospital,Bawana,Tuberculosis,,,Chennai
192,Dr. Sabyasachi Das,General+Physician,27,MBBS,₹ 300,,₹ 1,000 onlineDr Sabyasachi Das Clinic ( Samalka ),"Small Penis Size, HIV AIDS, Jaundice",04:00 PM,09:00 PM,Chennai
193,Dr. A.K. Kaushik,General+Physician,55,"MRCP, MBBS",₹ 800,₹ 600,Res. Cum Clinic,Janakpuri,,08:00 PM,09:00 PM,Chennai
194,Dr. Jagmohan Singh,General+Physician,49,MBBS,₹ 350,₹ 300,Dr. Jagmohan Singh Clinic,Kalkaji,RabiesNext ,10:00 AM,01:00 PM,Chennai
195,Dr. Ajay Arora,General+Physician,42,"Fellowship of College of General Practice (FCGP), MBBS",₹ 450,,Doctor Ajay Arora's Clinic And Diagnostix Path. Centre,New Delhi,,10:00 AM,01:00 PM,Chennai
196,Dr. A.K. Shukla,General+Physician,34,MD - Internal Medicine,₹ 850,₹ 500,,,"Diabetes, AsthmaNext ",07:30 PM,09:30 PM,Chennai
197,Dr. Rps Makkar,General+Physician,24,MD,₹ 600,₹ 600,,,Viral Fever Treatment,07:00 PM,09:00 PM,Chennai
198,Dr. Manish Jain,General+Physician,6,MBBS,,₹ 170,MediSeed,Delhi,,02:00 PM,08:00 PM,Chennai
199,Dr. S K Tyagi,General+Physician,42,"MBBS, MD - Medicine, SR(Cardiology), PGDHA",,₹ 300,Tyagi Nursing Home,Tilak nagar,,10:00 AM,02:00 PM,Chennai
200,Dr Naresh Agarwal,Orthopedist,17,,,,,,,05:00 PM,08:00 PM,Chennai
201,Dr Abhishek Bansal,Orthopedist,19,,,,,,,05:00 PM,08:00 PM,Chennai
202,Dr Kamal Bachani Bachani,Orthopedist,34,,,,,,"Knee Pain Treatment, Knee Pain, Finger Pain",05:00 PM,08:00 PM,Chennai
203,Dr. Hitin,Orthopedist,,,,,,,ACL Reconstruction,05:00 PM,08:00 PM,Chennai
204,Dr. Jitender Pal Singh,Orthopedist,25,MBBS,₹ 700,₹ 400,Dr J P Singh Bone And Joint Clinic,Punjabi Bagh,"Leg Pain, Foot Pain, Joint Pain",10:00 AM,07:00 PM,Chennai
205,Dr. Sujit Narayan,Orthopedist,20,,,,,,,05:00 PM,08:00 PM,Chennai
206,Dr. Saurabh Rawall,Orthopedist,19,"MBBS,  MS - Orthopaedics , FNB - Spine Surgery, Fellow in Spine Surgery,  Fellowship In Pa...read more",,₹ 500,Institutes Of Spine,Indraprastha Apollo Hospital,"Disk Slip, Shoulder SLAP (Tear) Lesions, Slip DiscNext ",12:00 PM,02:00 PM,Chennai
207,Dr. Sunny Chopra Orthopaedics Gold Medalist,Orthopedist,14,"MS - Orthopaedics, MNAMS (Membership of the National Academy) (General Surgery) , DNB (Ort...read more",₹ 500,₹ 400,Dr. Chopras Spine Joint Solutions India,Moti Nagar,,05:30 PM,08:30 PM,Chennai
208,Dr. Rakesh Kumar,Orthopedist,24,"MS - Orthopaedics, MBBS",₹ 500,₹ 500,Anuraksha Specialised Orthopaedic Clinic,Paschim Vihar,"Knee Pain, Shoulder Pain, Hand PainNext ",06:30 PM,08:00 PM,Chennai
209,Dr. Deepak Kumar Arora,Orthopedist,18,"MBBS, MS - Orthopaedics",₹ 500,₹ 300,Esskay Orthopaedic Centre,Krishna Nagar,"Knee Pain, Back Pain, Lower Back PainNext ",05:00 PM,08:00 PM,Chennai
210,Dr. Pankaj Gupta,Orthopedist,30,"M Ch. Ortho, MS - Orthopaedics, MBBS",₹ 600,₹ 500,Skin And Bones Clinic,Delhi,"Shoulder Pain, Hand Pain, Joint PainNext ",06:30 PM,09:00 PM,Chennai
211,Dr. Shekhar Srivastav,Orthopedist,30,"MBBS, MS - Orthopaedics, AO Fellowship",,₹ 800,Sant Parmanand Hospital,Civil Lines,"Ankle Pain Treatment, Joint PainNext ",02:00 PM,04:00 PM,Chennai
212,Dr. Sudhir Seth,Orthopedist,43,"MCh, DNB (Orthopedics), MS - Orthopaedics, MBBS",₹ 900,₹ 300,Dr. Sudhir Seth's Orthopoint,Chittaranjan Park,"Spine Injuries, Back Pain, Heel Pain",12:00 PM,03:00 PM,Chennai
213,Dr. Ashwani Maichand,Orthopedist,32,"Fellowship in Joint Replacement , M.Ch , MS - Orthopaedics, MBBS",,,,,"Knee replacement Treatment, Osteoarthritis, Knee PainNext ",05:00 PM,08:00 PM,Chennai
214,Dr. Neelabh,Orthopedist,34,"DNB (Orthopedics), Diploma in Orthopedics, MBBS",₹ 800,,₹ 1,200 onlineClinic Intermed,,06:00 PM,08:00 PM,Chennai
215,Dr. Vishal Nigam,Orthopedist,26,,,₹ 300,,,,09:00 AM,05:00 PM,Chennai
216,Dr. Gurinder Bedi,Orthopedist,36,"CCST(Internal Medicine), FRCS (Orth Surg), FRCS, MS - Orthopaedics, DNB Orthopedics, MBBS",,,,,"Back Pain, Foot Pain, Bone FractureNext ",05:00 PM,07:00 PM,Chennai
217,Dr. Subhash Shalya,Orthopedist,43,"MBBS, MS - Orthopaedics, MS - General Surgery",,,,,Orthopedic SurgeryNext ,10:00 AM,01:00 PM,Chennai
218,Dr. Deepak Thakur,Orthopedist,23,"M.CH. (Ortho), MS - Orthopaedics, MBBS",,₹ 700,Delhi Orthopedic Clinic,Karol Bagh,"Knee Pain, Shoulder Pain, Rheumatoid ArthritisNext ",06:00 PM,09:00 PM,Chennai
219,Dr. Suraj Prakash,Orthopedist,34,"M.Ch - Orthopaedics, Fellowship in Arthroscopy & Sports Medicine, MS - Orthopaedics, MBBS",₹ 900,₹ 300,Bone & Joint Clinic,Saket,"Back Pain, Foot Pain, Knee PainNext ",11:00 AM,01:30 PM,Chennai
220,Dr. Kunal Aneja,Orthopedist,11,"M.B.B.S., MS - Orthopaedics, DNB (Orthopedics), Diploma in Orthopaedics, Fellowships in Jo...read more",₹ 800,₹ 300,Naveda Healthcare Centre,New Delhi,Arthroscopy,10:30 AM,12:30 PM,Chennai
221,Dr. Gurdeep Singh Uppal,Orthopedist,48,"MBBS, Diploma In Orthopaedics, DNB (Orthopedics), MBA (HCA)",₹ 500,₹ 600,Ortho Care Clinic,Dwarka Sector 6,,05:00 PM,08:00 PM,Chennai
222,Dr. Suresh  Arora,Orthopedist,38,MS,₹ 400,,Surya Orthoedic & Trauma Centre,Vasant Kunj,"Joint Pain, Back PainNext ",06:00 PM,08:00 PM,Chennai
223,Dr. Abhishek Kumar Mishra,Orthopedist,25,"MS - Orthopaedics, MCH, Membership of the Royal College of Surgeons (MRCS), MBBS Bachelor ...read more",,,,,"Back Pain, Fracture Treatment, Lower Back PainNext ",06:00 PM,08:00 PM,Chennai
224,Dr. Prabhat Agarwal,Orthopedist,20,"MS - Orthopaedics, MBBS",₹ 400,₹ 300,Garg Hospital,Karkardooma,"Knee Pain Treatment, Knee Pain, Musculoskeletal DisordersNext ",05:00 PM,07:00 PM,Chennai
225,Dr. N C Gupta,Orthopedist,58,"MBBS, MS - Orthopaedics",₹ 500,₹ 500,Saroj Clinic,Roop Nagar,"Knee Pain Treatment, Knee Pain, Spinal SurgeryNext ",03:00 PM,08:45 AM,Chennai
226,Dr. Sunil Tuli,Orthopedist,40,"M. Ch. (Ortho), MS - Orthopaedics, Diploma In Orthopaedics (D. Ortho), MBBS",,,,,Orthopedic SurgeryNext ,05:30 PM,07:30 PM,Chennai
227,Apollo Spectra Hospitals,Orthopedist,,,,,,,,09:00 AM,09:00 PM,Chennai
228,Dr. Ashis Acharya,Orthopedist,22,"Fellowship, MS - Orthopaedics, MBBS",,₹ 350,Sir Ganga Ram Hospital,Rajender Nagar,"Knee Pain, Knee Pain, Joint PainNext ",06:00 PM,08:00 PM,Chennai
229,Dr. Atul Mishra,Orthopedist,28,"Fellowship In Joint Replacement, MS - Orthopaedics, MBBS",,₹ 700,Arthroplasty & Sports Injury Centre,Vikas Marg,,06:00 PM,09:00 PM,Chennai
230,Dr. Mandeep Singh,Orthopedist,22,"DNB (Orthopedics), M Ch. Ortho, Diploma In Orthopaedics (D. Ortho)",₹ 800,₹ 400,DELHI ORTHO & SPINE CLINIC,Rajouri Garden,,11:00 AM,01:00 PM,Chennai
231,Dr. Tarush Rustagi,Orthopedist,20,"MBBS, MS - Orthopaedics, DNB (Orthopedics), Adult and pediatric Spine Fellowship, Complex ...read more",,₹ 500,Indian Spinal Injuries Centre,Vasant Kunj,,09:00 AM,04:00 PM,Chennai
232,Dr. Chandeep Singh,Orthopedist,26,"MS - Orthopaedics, MBBS",,₹ 800,,,"Joint Pain Treatment, Joint Pain, Ankle Injury TreatmentNext ",06:30 PM,08:00 PM,Chennai
233,Dr. Gaurav Khera,Orthopedist,21,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB - Orthopedics, Mch, MCH",₹ 700,₹ 300,Dr. Khera's Wellness Clinic,Inderpuri,"Knee Pain, Leg Pain, Joint PainNext ",06:00 PM,09:00 PM,Chennai
234,Dr. Rajesh Bhalla,Orthopedist,21,"M Ch. Ortho, MS - Orthopaedics, MBBS",₹ 600,₹ 300,Delhi Heart And Lung Institute,Delhi,,10:00 AM,11:00 AM,Chennai
235,Dr. Atul Kumar Garg,Orthopedist,24,"MBBS, MS - Orthopaedics, Fellowship In Arthroscopy & Arthroplasty, Advanced Life trauma Su...read more",₹ 400,₹ 700,Dr. Atul Kumar Garg's Clinic,Rohini,,07:00 PM,09:00 PM,Chennai
236,Dr. Siddharth Gupta,Orthopedist,9,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics, DNB (Orthopedics)",₹ 800,₹ 300,Nulife Hospital & Maternity Center,Delhi,,05:30 PM,07:00 PM,Chennai
237,Dr. Abhimanyu Singh,Orthopedist,22,"MBBS, M. S. Orthopedics, M.ch. Orthopaedics, MD - Sports Medicine",₹ 300,₹ 300,Avni Healthcare,Delhi,"Hip Pain Treatment, Ankle Pain Treatment, Hip PainNext ",06:00 PM,06:30 PM,Chennai
238,Dr. S. Mahanta,Orthopedist,27,"MBBS, MS - Orthopaedics, DNB - Orthopedics, Fellowship Joint Replacement Surgery",₹ 600,₹ 700,The Bone Clinic,Dwarka Sector 6,,10:00 AM,01:00 PM,Chennai
239,Dr. Joginder Kumar,Orthopedist,25,"Msc( Sports Medicine ), M. Ch. (Ortho), MNAMS, DNB (Orthopedics), MBBS, Dip SEM",₹ 500,₹ 400,,,,,,Chennai
240,Dr. Sumit Garg,Orthopedist,18,"DNB (Orthopedics), Diploma In Orthopaedics (D. Ortho), MBBS",₹ 600,₹ 300,Jagmohan Bone & Joint Clinic,Pitampura,,06:15 PM,08:00 PM,Chennai
241,Dr. S.S Sanyal,Orthopedist,48,"MS - Orthopaedics, Diploma In Orthopaedics (D. Ortho), MBBS",,,,,"Back Pain, Knee Pain, Joint PainNext ",06:00 PM,08:30 PM,Chennai
242,Dr. Vimal Kumar Dakour,Orthopedist,20,,₹ 500,₹ 350,Motherhood Clinic,Lajpat Nagar,,08:00 AM,08:00 PM,Chennai
243,Dr. Arun Jain,Orthopedist,40,"MS - Orthopaedics, Diploma in Tuberculosis and Chest Diseases (DTCD), MBBS",₹ 500,₹ 500,Dr ARUN JAIN,Rohini,,11:00 AM,02:00 PM,Chennai
244,Dr. Pardeep Bageja,Orthopedist,28,"DNB - Orthopaedics, MBBS",,,,,"Joint Replacement, Joint PainNext ",06:00 PM,08:00 PM,Chennai
245,Dr. Anuj Jain,Orthopedist,17,"MBBS, MS - Orthopaedics, DNB  - Orthopaedics",₹ 800,₹ 500,,,,02:00 PM,04:00 PM,Chennai
246,Dr. Akhilesh Rathi,Orthopedist,20,"MCh Ortho, DNB Ortho, MS Ortho, MBBS",₹ 700,,Rathi Orthopaedic & Spine Clinic,Dwarka,"Ankle Pain Treatment, Joint Dislocation, Orthopedic SurgeryNext ",06:30 PM,08:30 PM,Chennai
247,Dr. Deepak Batra,Orthopedist,32,"MBBS, MS - Orthopaedics",₹ 400,,₹ 1,000 onlinePatel Hospital,,11:00 AM,02:00 PM,Chennai
248,Dr. Ashu Consul,Orthopedist,25,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics, MRCS-Ortho",₹ 600,,The Neo Orthopedic  Clinic,Dwarka,,06:00 PM,09:00 PM,Chennai
249,Dr. Amit Shridhar,Orthopedist,24,"MBBS, D (ORTHO), DNB (Orthopedics), MCH (Orthopedic), Spine Fellowship DePUY, Medtronics S...read more",₹ 700,,The Spine care Clinic,Pitampura,"Ankle Pain Treatment, Knee Pain, Back PainNext ",06:00 PM,08:00 PM,Chennai
250,Dr. Ridhi Narang,Gynaecologist,12,"M.B.B.S, MS - Obstetrics and Gynaecology, FMAS.Laparoscopy, Royal College of Obstetricians...read more",,₹ 450,The Clinics- By Surgeons House,Delhi,,09:00 AM,07:00 PM,Chennai
251,Dr. Garima Sachdeva,Gynaecologist,,,₹ 500,₹ 350,Pristyn care,Tagore Garden,,10:00 AM,08:00 PM,Chennai
252,Dr. Ketaki,Gynaecologist,,,₹ 500,,Pristyn Care Clinic,South Delhi,,05:00 PM,08:00 PM,Chennai
253,Dr. Rati Rabra,Gynaecologist,14,"MBBS, DGO",₹ 500,,Pristyn Care Clinic,West Delhi,,05:00 PM,08:00 PM,Chennai
254,Dr. Nipun Sharma,Gynaecologist,21,"MBBS, MS - Obstetrics and Gynaecology",₹ 600,,Kalpavriksh Super Speciality Center,Dwarka Sector 13,,11:00 AM,01:00 PM,Chennai
255,Dr. Reena,Gynaecologist,,,₹ 500,₹ 500,Pristyn Care Clinic,Delhi,,05:00 PM,08:00 PM,Chennai
256,Dr B,Gynaecologist,,,₹ 500,,Pristyn Care Clinic,Delhi,,05:00 PM,08:00 PM,Chennai
257,Dr. Seema Saxena,Gynaecologist,39,"MBBS, MS - Obs & Gynae (Gold Medalist)",,,,,,06:00 PM,08:00 PM,Chennai
258,Dr. Demo,Gynaecologist,,,₹ 200,₹ 100,Abc Clinic,Khanpur,,09:00 AM,05:00 PM,Chennai
259,Dr. Mannan,Gynaecologist,,,,,,,,10:00 AM,05:00 PM,Chennai
260,Dr. Shuchi Lakhanpal Kalia,Gynaecologist,,,₹ 500,,Pristyn Care Clinic,Noida,,05:00 PM,08:00 PM,Chennai
261,Dr. Arushi Aggarwal,Gynaecologist,15,"MBBS, MS - Obstetrics & Gynaecology",₹ 700,,Shubham Hospital,Kalkaji,,02:00 PM,07:30 PM,Chennai
262,Dr. Manika Khanna,Gynaecologist,28,"MBBS , MD - Obstetrics & Gynaecology, Diploma in advanced gynaecological endoscopy",,₹ 500,Gaudium IVF & Gynac Solution,Janakpuri,Trying to ConceiveNext ,11:00 AM,02:00 PM,Chennai
263,Dr. Rakhi Gupta,Gynaecologist,32,"FICOG, FICMCH, FIMSA, MD - Obstetrtics & Gynaecology, MBBS",,₹ 800,MI Heart & Women's Health Care Clinic and Diagnostic Centre,Sarita Vihar,"No Periods, Irregular Periods, Painful PeriodsNext ",05:00 PM,08:00 PM,Chennai
264,Dr. Yashica Gudesar,Gynaecologist,25,"MBBS, DNB - Obstetrics and Gynecology, DGO",₹ 700,₹ 500,Mother & Child Care Clinic,Dwarka,"Pregnancy, Polycystic Ovary Syndrome, Pregnancy QueryNext ",10:00 AM,12:00 PM,Chennai
265,Dr. Anju Ahuja,Gynaecologist,41,"DGO, MBBS",₹ 800,₹ 600,Ahuja Clinic,Saket,"Delay Periods, No Periods, PregnancyNext ",09:00 AM,11:00 AM,Chennai
266,Dr. Seema Sharma,Gynaecologist,32,"MBBS, DGO, MD - Obstetrics & Gynaecology, MRCOG",,₹ 500,Srishti Health Care Centre,Rajouri Garden,"No Periods, Irregular Periods, Avoid PregnancyNext ",05:30 PM,07:30 PM,Chennai
267,Dr. Jyotsna Gupta,Gynaecologist,23,"DNB (Obstetrics and Gynecology), PGDHHM, MBBS, FICMCH, MNAMS (Obstetrics and Gynecology)",₹ 700,₹ 700,Dr. Jyotsna's Clinic (Resi cum Clinic) Delhi,Delhi,Uterine BleedingNext ,07:30 PM,08:30 PM,Chennai
