,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
134,Dt. Sanjay Kumar Mishra,Dietitian/Nutritionist,,,₹ 600,,Aditya Birla Memorial Hospital,Pune,,10:00 AM,05:00 PM,Pune
135,Dr. Shahenaz Shaikh,Dietitian/Nutritionist,13,MSc - Dietitic,₹ 500,,Express Clinics,Hadapsar,,04:00 PM,06:00 PM,Pune
136,Ms. Vishnu  Priya,Dietitian/Nutritionist,,,₹ 500,₹ 200,Tatva Diet Clinic,Lohegaon,,09:00 AM,05:00 PM,Pune
137,Dr. Priti Deshmukh,Dietitian/Nutritionist,,,,,,,,08:30 AM,11:00 PM,Pune
138,Shweta Chikhale,Dietitian/Nutritionist,,,₹ 600,,Apollo Spectra hospital,Pune,,08:30 AM,12:30 PM,Pune
139,Dr. Snesha Rakesh Aamalepatil,Dietitian/Nutritionist,16,"BSc-Food and Applied Nutrition, PG Diploma In Diabetes Education, Diploma in Sports Nutrit...read more",,,,,,09:00 AM,08:00 PM,Pune
140,Dt. Ss,Dietitian/Nutritionist,,,₹ 300,₹ 50,Nutrazyss,Pimple Saudagar,,09:00 AM,09:00 PM,Pune
141,Health-total By Anjali Mukherjee,Dietitian/Nutritionist,,,₹ 100,,,,,09:00 AM,05:00 PM,Pune
142,Dr. Swapnaja Kirunge,Dietitian/Nutritionist,14,MSc (Dietetics) BHMS,,,,,,08:30 PM,09:30 PM,Pune
143,Dt. Shalini Garg,Dietitian/Nutritionist,19,"BSc - Food and Nutrition, MSc - Food and Applied Nutrition",₹ 600,,Maxcare Hospital,Pune,,12:00 PM,12:30 PM,Pune
144,Dt. Avanti Damle,Dietitian/Nutritionist,21,p.g sports nutrition,,,,,,10:00 AM,02:00 PM,Pune
145,Dt. Riddhi Gandhi,Dietitian/Nutritionist,15,"Masters in Nutritional Therapy, S M Patel College of Home Science, Vallabh Vidyanagar",,₹ 400,dt.Riddhi Gandhi,Pune,,11:00 AM,05:00 PM,Pune
146,Dr. Rohini Shende,Dietitian/Nutritionist,,,,,,,,10:30 AM,06:30 PM,Pune
147,Ms. Mitali Ambekar,Dietitian/Nutritionist,15,"PGD  in  Sports Nutrition and Dietitics, International Olympic Committee - IOC sports nutrition",,,,,,09:00 AM,08:30 PM,Pune
148,Dr. Purti,Dietitian/Nutritionist,7,B.Sc. - Dietitic,,,,,,,,Pune
149,Dt. Bhumika Batra,Dietitian/Nutritionist,,,₹ 500,,Bhumika Batra,Pune,,05:00 PM,05:30 PM,Pune
150,Dr. Shivram Bhonagiri,General+Physician,41,"MBBS, MD - Internal Medicine",₹ 600,,Aster Hospital,Aundh,,11:30 AM,01:30 PM,Pune
151,Dr. Arunesh Dutt Upadhyay,General+Physician,38,"MBBS, MD - Aerospace Medicine, Eular Certification in Rheumatology",₹ 750,₹ 300,Dr. Upadhyay's Clinic,Tingre Nagar,"Masturbation Addiction, Stomach Pain, Headaches",10:00 AM,02:00 PM,Pune
152,Dr. Amar Raykantiwar,General+Physician,17,"D ( Diabetology), AFIH, DNB (F.MEDICINE), MBBS",₹ 300,₹ 300,Atarva Diabetes Care Centre,Sinhagad Road,"Gastric Problem, VaccinationNext ",06:00 PM,09:00 PM,Pune
153,Dr. Rahul Sanap (Dermatologist),General+Physician,14,"MBBS, DDV",₹ 500,₹ 500,PRIME SKIN DOCTORS,Pune,"Small Penis Size, Sex Education, Masturbation Addiction",10:00 AM,09:00 PM,Pune
154,Dr. Abhay B Mane,General+Physician,21,"MD, DFID",₹ 500,₹ 600,Diabelife (Diabetes Speciality Clinic),Wakad,,06:00 PM,10:00 PM,Pune
155,Dr. Abhay A Mali,General+Physician,19,"MBBS, Diploma in Diabetology",₹ 700,₹ 250,Wellness Speciality Clinic,Pimple Saudagar,DiabetesNext ,01:00 PM,02:00 PM,Pune
156,Dr. Abhinav Mohindra,General+Physician,6,"MBBS, DNB (General Medicine)",₹ 150,₹ 400,Ruby Hall Clinic,Sangamvadi,,09:00 AM,09:00 AM,Pune
157,Dr. K G Agrawal,General+Physician,52,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Medicine",₹ 400,,Asha Medi Clinic,Pimpoli,,06:00 PM,08:30 PM,Pune
158,Dr. Ankush Gupta,General+Physician,14,"MBBS, MD, Fellowship in Diabetes, Diploma in emergency medicine",₹ 400,₹ 400,One Life Clinic,Sinhagad,DiabetesNext ,04:00 PM,07:00 PM,Pune
159,Dr. Jyoti Gulati,General+Physician,38,"MBBS, MD - General Medicine",,₹ 350,Jupiter Hospital - Pune,Baner,,10:00 AM,11:00 AM,Pune
160,Dr. Salma Siddiqui,General+Physician,20,"MBBS Bachelor of Medicine and Bachelor of Surgery, DNB - General Medicine, Fellowship In C...read more",₹ 400,₹ 350,Pinnacle Health Care Clinic & Diagnostics,Pune,,12:00 PM,01:00 PM,Pune
161,Dr. Abhijeet Baldota,General+Physician,24,"MBBS, MD - General Medicine",₹ 700,,ALLOVEDA CLINIC,Aundh,,11:30 AM,01:30 PM,Pune
162,Dr. Subhash Divekar,General+Physician,11,Certificate in Basic Course on Diabetes Management,₹ 500,,Vitalife Clinic,Baner,"Chickenpox Treatment  , Chickenpox, AllergyNext ",03:00 PM,05:00 PM,Pune
163,Dr. Samir Singru,General+Physician,29,"MBBS, MD, Diploma in Clinical Nutrition",₹ 200,₹ 300,Shri Vyankatesh Clinic,Pimpri Chinchwad,,06:30 PM,08:00 PM,Pune
164,Dr. Amit Sakaria,General+Physician,27,"MBBS, MD - General Medicine",₹ 600,,Prudent International Health Clinic,Pune,"Diabetes, Sex Education, HeadachesNext ",04:00 PM,08:00 PM,Pune
165,Dr. Reema Kashiva,General+Physician,26,"MBBS, MD - General Medicine",₹ 700,,Noble Hospital- Pune,Hadapsar,,12:00 PM,05:00 PM,Pune
166,Dr. Rahul Sonawane,General+Physician,17,"DNB (General Medicine), MBBS",₹ 400,₹ 200,Panacea clinic,Wakad,,10:00 AM,01:30 PM,Pune
167,Dr. Nilanjan Banerjee,General+Physician,29,MBBS,₹ 400,,Good Health Family Clinic,Kondhwa,,10:00 AM,03:00 PM,Pune
168,Dr. Pranav Taware,General+Physician,13,"B.H.M.S., P.G.D.E.M.S.",₹ 100,₹ 100,Samarth Polyclinic,Pimple Gurav,,05:00 PM,10:00 PM,Pune
169,Dr. Hemant Manjrekar,General+Physician,41,"MBBS, DCH, MD - General MedicineDr. Hemant Manjrekar Clinic  , Paud Road , Pun",,,,,,05:00 PM,08:00 PM,Pune
170,Dr. Anup Shinde,General+Physician,19,MBBS,₹ 200,₹ 200,Chirayu Family Clinic,Kharadi,,05:00 PM,09:00 PM,Pune
171,Dr. A. Salam Salam,General+Physician,17,MD - General Medicine,,₹ 300,US. Multi speciality clinic,Pune,,,,Pune
172,Dr. Parag Vaste,General+Physician,24,"MBBS, MD",₹ 500,,Dr. Parag Vaste Clinic  (On Call),Pune,,11:00 AM,01:00 PM,Pune
173,Dr. Namrata B,General+Physician,10,MBBS,₹ 200,₹ 500,Samarth Clinic,Bavdhan,,09:00 AM,05:00 PM,Pune
174,Dr. Niteen Sonawane,General+Physician,10,MBBS,₹ 200,₹ 150,Rohan Madhuban,Bavdhan Khurd,,09:00 AM,09:00 PM,Pune
175,Dr. Ankita Bora,General+Physician,6,MBBS,₹ 500,₹ 500,At Home,Viman Nagar,,09:00 AM,09:00 PM,Pune
176,Dr. Prakash V Joshi,General+Physician,52,"MD, MBBS",,,,,,05:30 PM,07:30 PM,Pune
177,Dr. Manoj Naik,General+Physician,38,"MBBS, MD - General Medicine, DNB - General Medicine",₹ 350,,Krishna Hospital,Pune,,06:30 PM,09:30 PM,Pune
178,Dr. Yogesh Aher,General+Physician,13,DNB (General Medicine),,₹ 300,,,,,,Pune
179,Dr. Uma Alurkar,General+Physician,28,"MBBS, MD - General Medicine",₹ 600,,Ananya Clinic,Baner,Viral Fever TreatmentNext ,09:00 AM,10:00 AM,Pune
180,Dr. Nikhil Dhande,General+Physician,16,MBBS,₹ 300,₹ 100,Healthwell Clinic,Wakad,"Gastric Problem, Viral Fever Treatment, AllergyNext ",11:30 AM,11:45 AM,Pune
181,Dr. Amit Prakash Darira,General+Physician,18,"MBBS Bachelor of Medicine and Bachelor of Surgery, DNB (General Medicine), MNAMS (Membersh...read more",₹ 500,₹ 300,Darira clinic,Dhayari,,05:00 PM,09:00 PM,Pune
182,Dr. Dnyanoba Bhaskar,General+Physician,24,"Certificate Course in Thyroid  Disorder Management, FCPS MEDICINE , Diploma in Diabetology...read more",,₹ 400,Dr.Dnyanoba Bhaskar,Pune,,,,Pune
183,Dr. Sayan Mukherjee,General+Physician,11,"m.b.b.s, MD medicine",₹ 500,₹ 300,Medclinic,Pune,,10:00 AM,12:00 PM,Pune
184,Dr. Mukesh Budhwani,General+Physician,23,MD - Physician,₹ 600,,Apollo Clinic,Viman Nagar,,11:00 AM,07:00 PM,Pune
185,Dr. Sanjeev Gambhir,General+Physician,,,₹ 900,₹ 500,Dr.Sanjeev Gambhir's Clinic,Pune,,10:00 AM,03:00 PM,Pune
186,Dr. Nikunj Sharma,General+Physician,14,MBBS,₹ 200,₹ 200,Iris healthcare clinic sus,Sus,,06:00 PM,09:00 PM,Pune
187,Dr. Yogya Jha,General+Physician,20,MBBS,₹ 600,,Arogya Diagnostic Clinic,Baner,,07:00 PM,08:00 PM,Pune
188,Dr. Aparajita Pandey,General+Physician,,MD - Anaesthesiology,₹ 200,₹ 300,Dr. Aparajita,Ware house Road,,09:00 AM,11:00 PM,Pune
189,Dr. Vasudha Sardesai,General+Physician,38,"MBBS, MD - Medicine",,,,,,06:00 PM,08:00 PM,Pune
190,Dr. Vijay Naik,General+Physician,40,"MBBS, Diploma in Tuberculosis and Chest Diseases (DTCD), FICA",₹ 300,,Ajay Clinic,Anandnagar,,09:00 AM,11:00 AM,Pune
191,Dr. Shaikh Junaid,General+Physician,11,bums,₹ 100,₹ 300,clinic,Pune,,07:00 PM,10:00 AM,Pune
192,Dr. Parag Arvind Kothadia,General+Physician,27,B.H.M.S.,₹ 150,₹ 100,Vardhman Clinic,Pune,,11:00 AM,02:00 PM,Pune
193,Dr. Pushkar S Khair,General+Physician,23,"MBBS, DNB (Pediatrics)",₹ 200,,Shreeyasha Clinic,Pradhikaran,,04:30 PM,06:00 PM,Pune
194,Dr. Hardik Bhanushali,General+Physician,8,"MD - General Medicine, MBBS",₹ 200,₹ 300,,,,09:00 AM,07:00 PM,Pune
195,Dr. Shubham Malani,General+Physician,3,MD - Medicine,₹ 500,₹ 300,D y Patil hospital,Pimpri,,02:04 PM,02:03 AM,Pune
196,Dr. Suruchi Mandrekar,General+Physician,28,"MBBS, FCPS - Medicine, DNB - General Medicine",₹ 550,,Manipal Hospitals,Pune,,09:00 AM,01:00 PM,Pune
197,Dr. Avdhut G Bodmawad,General+Physician,13,MBBS,₹ 400,₹ 250,Lopmudra Polyclinic & Diagnostic Center    (On Call),Bavdhan,,07:00 PM,10:00 PM,Pune
198,Dr. Amolraj Atole,General+Physician,11,BHMS,₹ 100,₹ 100,Sanika Clinic,Pune Sholapur Road,,09:00 AM,05:00 PM,Pune
199,Dr. Deepak Pawar,General+Physician,14,"BHMS, PGDEMS",₹ 200,₹ 100,Niramay Clinic,Karve Nagar,,10:00 AM,02:00 PM,Pune
200,Dr Saurabh V Giri,Orthopedist,15,"MBBS, MS, MBBS, MSFree at clinicPristyn Care Clinic   , Pun",,,,,,05:00 PM,08:00 PM,Pune
201,Dr. Yash Kishore Shah,Orthopedist,21,"MBBS, MS",₹ 600,,Matruseva Hospital,Nana peth,,05:30 PM,08:30 PM,Pune
202,Dr. Mandar Nagmode,Orthopedist,22,MBBS,₹ 600,,Surya Multispeciality Hospital,Chakan,,10:00 AM,07:00 PM,Pune
203,Dr. Rahul Bade,Orthopedist,20,"MBBS, DNB (Orthopedics)",₹ 400,₹ 200,Medistar Institute for Orthopaedics,Sports injuries and Advanced Surgeries,,05:00 PM,07:30 AM,Pune
204,Dr. Pankaj Jindal,Orthopedist,39,"MS - Orthopaedics, Clinical fellowship hand surgery, clinical fellowship hand surgery, Cli...read more",₹ 500,₹ 300,Ratna Memorial Hospital,Senapati Bapat Road,Back PainNext ,09:00 AM,12:00 PM,Pune
205,Dr. Nakul Shah,Orthopedist,30,"MBBS, MS - Orthopaedics, DNB - Orthopedics",₹ 700,₹ 500,Dr. N S Shah's Knee & Hip Specialty Clinic (Panacea Specialty Clinic),Karve Road,"Shin Splints, Hand Pain, Hip PainNext ",06:00 PM,09:00 PM,Pune
206,Dr. Prashant Parate,Orthopedist,19,"Fellowship in Shoulder and Knee Surgeries, DNB (Orthopedics), Diploma In Orthopaedics (D. ...read more",₹ 500,,₹ 1,100 onlineVatsalya Polyclinic,"Elbow Pain, Arthroscopy, Ligament ReconstructionNext ",06:00 PM,07:30 PM,Pune
207,Dr. Suhel Khan,Orthopedist,17,"MBBS, Diploma In Orthopaedics, DNB (Orthopedics), MS - Orthopaedics",₹ 500,₹ 300,Sana Hospital,Kondhwa,"Hip Pain Treatment, Hip PainNext ",05:00 PM,09:30 PM,Pune
208,Dr. Rohit Chakor,Orthopedist,16,"MBBS, DNB - Orthopedic",₹ 500,₹ 500,Dr Rohit Chakor's The Bone & Joint Clinic,Fatima Nagar,,09:00 AM,02:00 PM,Pune
209,Apollo Spectra Hospitals,Orthopedist,,,,,,,,09:00 AM,09:00 PM,Pune
210,Dr. Rajesh Parasnis,Orthopedist,33,"MS - Orthopaedics, DNB (Orthopedics), MBBS",₹ 950,,Oyster & Pearl Hospital,Shivaji Nagar,,01:00 PM,07:00 PM,Pune
211,Dr. Sameer Desai,Orthopedist,24,"MBBS, MS - Orthopaedics, DNB - Orthopaedics",₹ 600,₹ 300,Desai Eye Clinic,Sahakar Nagar,,06:00 PM,07:00 PM,Pune
212,Dr. Yogesh Khandalkar,Orthopedist,20,"MBBS, D. Ortho, DNB (Orthopedics), M Ch. Ortho",₹ 500,₹ 600,Gurukrupa Polyclinic,Sinhagad Road,,11:00 AM,01:00 PM,Pune
213,Dr. Narendra Vaidya,Orthopedist,32,"MBBS, MS - Orthopaedics, DNB (Orthopedics)",,,,,"Joint Replacement, Knee Pain, Knee Pain TreatmentNext ",10:00 AM,02:00 PM,Pune
214,Dr. Hrushikesh R.Saraf,Orthopedist,26,"MBBS, DNB - Orthopedics, MS - Orthopaedics",₹ 500,₹ 300,Dr.Saraf's Joints Clinic,Karve Road,,04:30 PM,08:00 PM,Pune
215,Dr. Anshu Sachdev,Orthopedist,27,"MNAMS (Orthopedic Surgery), Diploma In Orthopaedics (D. Ortho), DNB (Orthopedics), MBBS",₹ 900,,The Knee Klinik,Viman Nagar,"Knee Pain, Joint Pain, Knee PainNext ",06:00 PM,09:00 PM,Pune
216,Dr. Abhijit Patil,Orthopedist,19,"MS - Orthopaedics, D. Ortho",₹ 500,₹ 500,Advance Ortho Care Clinic,Undri,,10:00 AM,12:00 PM,Pune
217,Dr. Mahesh M N,Orthopedist,23,"MCh, ",₹ 500,,Satya Sai Orthopedics & Multispeciality Hospital,Viman Nagar,"Orthopedic Surgery, Neurological ProblemsNext ",10:00 AM,02:30 PM,Pune
218,Dr. Mayur Kasat,Orthopedist,20,"MBBS, Diploma in Orthopaedics, FCPS - Orthopedic, Fellowship in Joint Replacement of Knee,...read more",₹ 400,₹ 300,Orthocare & Joint Replacement Clinic,Bibwewadi,,06:30 PM,09:30 PM,Pune
219,Dr. Prashant Gholap,Orthopedist,14,"MBBS, MS - Orthopaedics",₹ 600,₹ 500,Aster Speciality Clinic,Lohegaon,,06:00 PM,08:00 PM,Pune
220,Dr. Azhar Lakhani,Orthopedist,14,"Jawaharlal Nehru Medical College, Wardha, Nagpur, Ms- Ortho, Fellowship in Complex Trauma ...read more",₹ 400,₹ 300,Curis Bone & Joint Clinic,Pune,,06:00 PM,09:30 PM,Pune
221,Dr. Vishal Murkute,Orthopedist,20,"MBBS, DNB - Orthopedics, Fellowship in Joint Replacement",₹ 500,,Dr. Murkute's O2 Bone and Eye Care,Kharadi,,11:30 AM,01:00 PM,Pune
222,Dr. Amit Kale,Orthopedist,26,"MBBS, MS - Orthopaedics, DNB - Orthopedics",₹ 500,₹ 350,Unity Hospital,Aundh,,07:30 PM,09:30 PM,Pune
223,Dr. Nikheel Pansare,Orthopedist,20,"MBBS, ",₹ 500,,Swastik Bone & Joint Clinic,Viman Nagar,,06:00 PM,09:00 PM,Pune
224,Dr. Ajit Swamy,Orthopedist,22,"MS - Orthopaedics, DNB (Orthopedics)",₹ 400,₹ 500,Swamy clinic,Pimpri,,07:00 PM,09:30 PM,Pune
225,Dr. Anand Kelkar,Orthopedist,57,"MS - Orthopaedics, MBBS",₹ 800,,Kelkar Nursing Home,Pune,,05:00 PM,06:30 PM,Pune
226,Dr. B A Kadam,Orthopedist,48,"MBBS, MS - Orthopaedics",,,,,,11:00 AM,02:30 PM,Pune
227,Dr. Kiran Shete,Orthopedist,23,"DNB (Orthopedics), MS(Ortho)",₹ 500,,Spinalogy Clinic,Aundh,,07:00 PM,08:00 PM,Pune
228,Dr. Harshal Patkar,Orthopedist,14,DNB (Orthopedics),₹ 300,₹ 250,Poona Hospital,Sadashiv peth,,,,Pune
229,Dr. Parimal Kore,Orthopedist,9,DNB (Orthopedics),₹ 600,,Ruby Hall Clinic,Pune,,06:00 PM,08:00 PM,Pune
230,Dr. Mayur Purandare,Orthopedist,22,"MBBS, DNB - Orthopedics, MNAMS - Orthopaedics",₹ 500,₹ 500,Orion Hospital,Pune,,10:00 AM,01:00 PM,Pune
231,Dr. Rajeev Gawhale,Orthopedist,13,"MBBS, Diploma in Orthopaedics",₹ 400,,BONE AND JOINT CARE CLINIC,Pune,"Joints And Musculoskeletal Disorders, Musculoskeletal Disorders, Fracture TreatmentNext ",06:00 PM,09:00 PM,Pune
232,Dr. Jagdish Dhake,Orthopedist,11,"MBBS, MS - Orthopaedics, DNB (Orthopedics), MNAMS - Orthopaedics, FELLOWSHIP OF JOINT REPL...read more",₹ 500,,Asperia speciality Clinic,Pune,,11:00 AM,09:00 PM,Pune
233,Dr. Sandeep Patwardhan,Orthopedist,32,"MBBS, MS - Orthopaedics",₹ 500,,Suryaprabha Nursing Home,Vanaz,,07:00 AM,09:00 PM,Pune
234,Dr. Ketaki Mohite,Orthopedist,7,"MBBS, MS - Orthopaedics",₹ 500,₹ 200,Dr. Ketaki Mohite Phoenix Orthopedic Consultation Clinic,Erandwane,,04:00 PM,07:00 PM,Pune
235,Dr. Vaibhav Gandhi,Orthopedist,39,"MS - Orthopaedics, MBBS",₹ 800,,O Clinic,Law College Road,,10:00 AM,08:00 PM,Pune
236,Dr. Ajay Kothari,Orthopedist,20,"MBBS, DNB - Orthopedics, MNAMS - OrthopaedicsSancheti Hospital  , Shivaji Nagar , Pun",,,,,,09:00 AM,09:00 PM,Pune
237,Dr. Rahul Nerlikar,Orthopedist,31,"MS - Orthopaedics, M.Ch - Orthopaedics, FRCS, MBBS",₹ 300,,Kelkar Nursing Home,Prabhat Road,,06:00 PM,08:30 PM,Pune
238,Dr. Mangesh Darekar,Orthopedist,13,"DNB (Orthopedics), Diploma In Orthopaedics (D. Ortho)",₹ 200,,,,Orthopedic SurgeryNext ,11:00 AM,01:00 PM,Pune
239,Dr. Chetan Pradhan,Orthopedist,33,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics",₹ 750,,Sancheti Hospital,Shivaji Nagar,,10:30 AM,12:00 PM,Pune
240,Dr. Amol Narkhede,Orthopedist,21,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics",₹ 750,,Sancheti hospital,Pune,,10:30 AM,11:30 AM,Pune
241,Dr. Harshal Kalambe,Orthopedist,14,"MBBS, MS - Orthopaedics, Fellowship in Joint Replacement, fellowship in sports injury and ...read more",₹ 500,₹ 400,Osteon Bone And Joint Clinic,Pimpri Chinchwad,,11:00 AM,01:00 PM,Pune
242,Dr. Vinod Nair,Orthopedist,22,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics, DNB - Orthopedic",₹ 300,₹ 300,Tattvam Clinic,Dhanori,,07:30 PM,09:00 PM,Pune
243,Dr. Sachin Sonawane,Orthopedist,22,"MBBS, DNB - Orthopedic",₹ 400,,Well Care Clinic,Wakad,,11:00 AM,01:30 PM,Pune
244,Dr. Dinesh Patil,Orthopedist,15,Diploma In Orthopaedics (D. Ortho),₹ 150,,Aastha Hospital,Chinchwad,,09:00 AM,01:00 PM,Pune
245,Dr. Ranjit Deshmukh,Orthopedist,30,"MS - Orthopaedics, DNB (Orthopedics)",₹ 500,,Pediatric Orthopedic Clinic,Pune,"Arthroscopy, Hip Pain, Hip Pain TreatmentNext ",05:00 PM,07:00 PM,Pune
246,Dr. Sachin Khalane,Orthopedist,21,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB (Orthopedics)",₹ 300,,Omkar Khalane Hospital,Ravet,,09:00 AM,12:00 PM,Pune
247,Dr. Ashutosh Sabnis,Orthopedist,24,"MBBS, MS - Orthopaedics, Fellow in Spine Surgery",₹ 800,,Opus Spine and Sports Clinic,Pune,,05:30 PM,08:30 PM,Pune
248,Dr. Pramod Bhilare,Orthopedist,12,"MBBS, MS - Orthopaedics, Fellow in Spine Surgery, Complex SPINE surgery fellowship, DNB (O...read more",₹ 700,₹ 200,Spine Rx Clinic Tilak Road,Tilak Road,,06:00 PM,09:00 PM,Pune
249,Dr. Sachin Arun Jamadar,Orthopedist,18,"MBBS, Diploma in Orthopaedics",₹ 300,,Bone Care Clinic,Pune,,06:30 PM,08:30 PM,Pune
250,Dr. Akhileshwar Singh,Gynaecologist,5,"MBBS, MS - Obstetrics & Gynaecology",₹ 500,₹ 300,Pristyn Care Clinic,Pune,,05:00 PM,08:00 PM,Pune
251,Dr Komal Bhadu,Gynaecologist,12,"MBBS, DGO",,₹ 500,Pristyn Care Clinic,Viman Nagar,,05:00 PM,10:00 PM,Pune
252,Dr. Rachna,Gynaecologist,,,₹ 200,,Sanjeevani Polyclinic,Rahatani,,10:00 AM,12:00 PM,Pune
253,Dr. Sagar Bumb,Gynaecologist,30,"DGO , MBBS",₹ 500,₹ 300,Dr.Bumb Nursing Home,Viman Nagar,"No Periods, Polycystic Ovary Syndrome, Avoid PregnancyNext ",05:00 PM,08:00 PM,Pune
254,Dr. Asha Gavade,Gynaecologist,19,"MBBS, DNB - Obstetrics & Gynecology",₹ 500,,Umang Hospital,Hadapsar,"Pregnancy, Pregnancy Problems, Gynae ProblemsNext ",10:00 AM,02:00 PM,Pune
255,Dr. Rashmi,Gynaecologist,,,₹ 500,,0 to 9 Women's Care & Fertility Center,Baner,,06:00 PM,08:00 PM,Pune
256,Dr. Bhagyashri,Gynaecologist,,,₹ 500,,Pristyn Care Clinic,Pune,,05:00 PM,08:00 PM,Pune
257,Dr. Aditi,Gynaecologist,,,₹ 500,,Pristyn Care Clinic,Pune,,05:00 PM,08:00 PM,Pune
258,Dr. Shrideep Arun Parab,Gynaecologist,14,"MBBS, DGO",₹ 500,₹ 500,Adishri Clinic,Chinchwad,"No Periods, Abortion, PregnancyNext ",10:00 AM,12:00 PM,Pune
259,Dr. Neelima Deshpande,Gynaecologist,34,"EMDR, FRCOG (LONDON) (Fellow of Royal College of Obstetricians and Gynaecologists), FFSRH,...read more",,₹ 300,Borse Nursing Home by Vitalife,Pune,"Sex Education, No Periods, Pregnancy QueryNext ",02:00 PM,04:00 PM,Pune
260,Dr. Kuldeep R Wagh,Gynaecologist,24,"MS - Obstetrics and Gynaecology, MBBS, Post Doctoral Fellowship in Reproductive Medicine, ...read more",₹ 600,₹ 300,Blossoms Women Care,Pune,"No Periods, Sex Education, Pregnancy QueryNext ",01:00 PM,03:00 PM,Pune
261,Dr. Varshali Mali,Gynaecologist,19,"MBBS, DNB (Obstetrics and Gynecology)",₹ 600,₹ 600,Dr. Varshali's Gynecology Clinic,Marunji,,10:00 AM,12:00 PM,Pune
262,Dr. Sheetal Vishwas Binawade,Gynaecologist,22,"MBBS, Diploma in Gynecology and Obstetrics, Diploma in Sex Therapy & Counselling",,,,,,11:00 AM,01:00 PM,Pune
263,Dr. Tanuja S Joshi,Gynaecologist,35,"MBBS, DGO, MD - Obstetrtics & Gynaecology",₹ 400,,Shrinivas Hospital,Nigdi,"Delivery, PregnancyNext ",06:30 PM,08:30 PM,Pune
264,Dr. Tejasvini Patil,Gynaecologist,20,"MBBS, DGO",₹ 500,₹ 349,IVF Nest Fertility Hospital And Centre,Pimple Saudagar,"Pregnancy, Polycystic Ovary Syndrome, HPV",09:00 AM,09:00 PM,Pune
265,Dr. Seema Jain,Gynaecologist,29,"MBBS, MD - Obstetrtics & Gynaecology, DNB - Obstetrtics & Gynaecology, Royal College Of Ob...read more",₹ 700,,Dr. Seema Jain's Gynae Galaxy,Baner,"Infertility, Irregular Periods, No PeriodsNext ",06:00 PM,08:00 PM,Pune
266,Dr. Manisha Patil,Gynaecologist,27,"MBBS Bachelor of Medicine and Bachelor of Surgery, DGO, Fellowship In Aesthetic Medicine",₹ 600,₹ 350,Dr. Manisha Patil's Heal And Care Clinic,NIBM Annexe,,11:30 AM,02:00 PM,Pune
267,Dr. Ashish Kale,Gynaecologist,23,"MD - Obstetrics & Gynaecology, Diploma In Endopelvic Surgery, FICS",₹ 500,,Ashakiran Hospital,Pune,,10:00 AM,04:00 PM,Pune
268,Dr. Lavina Batra,Gynaecologist,19,"MBBS, DGO",₹ 400,₹ 400,Life Care Clinic,Viman Nagar,,05:00 PM,09:00 PM,Pune
269,Dr. Amit Patil,Gynaecologist,23,Training in IV,₹ 500,,IVF Nest Fertility Hospital And Centre,Pimple Saudagar,"Irregular Periods, Hymenoplasty TreatmentNext ",07:00 PM,09:00 PM,Pune
270,Dr. Prajakta Mahajan,Gynaecologist,14,"MBBS, DNB - Obstetrics & Gynecology, DGO, Fellowship in Reproductive Medicine, Cosmetic Gy...read more",₹ 500,₹ 500,FertiFlix Women's Clinic,Ravet,,06:00 PM,08:00 PM,Pune
271,Dr. Sarika Dahiphale,Gynaecologist,20,"Mbbs,, MS OBGY",₹ 500,,Coral Women's & Child Care Clinic & Fertility Center,Balewadi,FertilityNext ,10:30 AM,02:00 PM,Pune
272,Dr. Sweta Kumar,Gynaecologist,14,"MBBS, DGO",₹ 500,₹ 300,Birth & Beyond Clinic,Pune,,05:00 PM,09:00 PM,Pune
273,Dr. Abhijit Oka,Gynaecologist,30,"MBBS, DGO, DNB (Obstetrics and Gynecology), Fellowship in Infertility, Gynae Ultrasound, C...read more",₹ 600,₹ 400,Shriya Clinic,Erandwane,,06:00 PM,08:30 PM,Pune
274,Dr. Preeti Kale,Gynaecologist,24,"MBBS, MS-Obstetrics & Gynaecology, Diploma in Reproductive Medicine (Germany)",₹ 700,₹ 600,Unity Hospital,Aundh,,10:00 AM,02:00 PM,Pune
275,Dr. Kalyani Chavan,Gynaecologist,21,"MBBS, DGO, FCPS",₹ 300,₹ 500,Kalyani Hospital,Pune,"Pregnancy, HPVNext ",10:00 AM,01:00 PM,Pune
276,Dr. Jyoti Aggarwal,Gynaecologist,26,"MBBS, DGO",₹ 600,₹ 350,Dr.JYOTI'S CLINIC,Wakad,,10:30 AM,02:00 PM,Pune
277,Dr. Mayur Thosar,Gynaecologist,15,"M.B.B.S, MD - obstetrics & gynecology, DNB (Obstetrics and Gynecology), Fellowship in Gyna...read more",₹ 500,,Joshi Clinic,Law College Road,,06:00 PM,08:00 PM,Pune
278,Dr. Chaitanya Ganapule,Gynaecologist,26,MBBS,,,,,,07:00 PM,09:00 PM,Pune
