,Name,Specialization,Experience (in years),Education,Fee at clinic,Online Fee,Clinic Name,Area,Recently Consulted for,Available From,Available Till,City
138,Dr. Jetti Bubble,Dietitian/Nutritionist,17,,₹ 500,₹ 300,Jetti Bubble,Malkajgiri,,10:00 AM,7:00 PM,Hyderabad
139,Ms. Naba Farooqui,Dietitian/Nutritionist,6,"Masters (MSc) - Nutrition and Dietetics, BSc - Applied Nutrition and Public Health",₹ 600,,Nourish by Naba Farooqui,Banjara Hills,,,,Hyderabad
140,Ms. Naba Farooqui,Dietitian/Nutritionist,6,"Masters (MSc) - Nutrition and Dietetics, BSc - Applied Nutrition and Public Health",₹ 600,,Nourish by Naba Farooqui,Banjara Hills,,,,Hyderabad
141,Dr. Mukta,Dietitian/Nutritionist,,,₹ 300,₹ 200,Eat Rrite,Karkhana,,4:00 PM,6:00 PM,Hyderabad
142,Dr. Ambika Niranjan,Dietitian/Nutritionist,,,₹ 500,,Nutrition With Ambika,Hyderabad,,10:00 AM,7:00 PM,Hyderabad
143,Dt. Atifa Mazher,Dietitian/Nutritionist,,,₹ 450,₹ 450,Diet pro clinic,Hyderabad,,12:00 PM,9:00 PM,Hyderabad
144,Ms. Bhagyasri Goud,Dietitian/Nutritionist,,,,₹ 500,BDA nutrition,Hyderabad,,10:00 AM,10:00 PM,Hyderabad
145,Dr. Mansi M. Shah,Dietitian/Nutritionist,6,Masters in Clinical Nutrition and Dietetics (MCND),₹ 400,₹ 200,Mahay,Hyderguda,,10:30 AM,8:00 PM,Hyderabad
146,Dt. Kalyani P,Dietitian/Nutritionist,15,Masters in Nutrition,₹ 200,,Laxmi Clinic,KPHB,,7:30 PM,9:00 PM,Hyderabad
147,Dt. Vidhi Desai,Dietitian/Nutritionist,12,,,,,,,10:00 AM,5:00 PM,Hyderabad
148,Dr. Vani Tadepalli,Dietitian/Nutritionist,22,"MD - Bio-Chemistry, Diploma in Diet and Nutrition, MBBS",,,,,,9:00 AM,12:00 PM,Hyderabad
149,Dr. Ms. Kavitha Reddy,Dietitian/Nutritionist,26,,₹ 300,,Transform Skin and Cosmetic Clinic,Banjara Hills,,10:00 AM,7:00 PM,Hyderabad
150,Dr. G. Rangaswamy,General+Physician,47,"Diploma in Anesthesia, Diploma in Anesthesia, MBBS",₹ 100,₹ 100,Health Clinic,Manikonda,"Allergy Treatment, Allergy",6:00 PM,8:00 PM,Hyderabad
151,Dr. Deepthi Rao Gorukanti,General+Physician,13,"MBBS, MD - General Medicine",₹ 300,₹ 200,Deepthi Clinic,Vanasthalipuram,Chest Pain ,5:30 PM,8:00 PM,Hyderabad
152,Dr. Satyanarayana Batari,General+Physician,15,"MD - Internal Medicine, MBBS",,,,,,4:00 PM,10:00 PM,Hyderabad
153,Dr. Thrivikram S,General+Physician,22,MD - Physician,₹ 300,₹ 300,Care Plus Polyclinic & Diagnostics,Begumpet,,6:00 PM,9:00 PM,Hyderabad
154,Dr. Sandhya Gurubasappa,General+Physician,31,MBBS,₹ 300,,NANOMEDIX Hospital,Nagole,Diabetes,11:00 AM,2:00 PM,Hyderabad
155,Dr. Rahul Singh,General+Physician,13,"MBBS, MD - Anaesthesiology",₹ 500,₹ 200,Vector Clinic,Shivaji Nagar,,9:00 AM,1:00 PM,Hyderabad
156,Dr. Satyanarayana Batari,General+Physician,14,"MBBS,MD(Osm) Consultant General Physician& Diabetologist",,₹ 500,Mediclinic Multispeciality Clinic,Chanda Nagar,Viral Fever Treatment ,4:00 PM,10:00 PM,Hyderabad
157,Dr. Sailaja Kaza Surapaneni,General+Physician,39,MBBS Bachelor of Medicine and Bachelor of Surgery,₹ 500,,SRI Medical Aesthetics & Cosmetic Surgery,Banjara Hills,"Allergy Treatment, Allergy, Hair Treatment ",4:30 PM,8:00 PM,Hyderabad
158,Dr. Mohammed Salman,General+Physician,8,"MBBS, MD - General Medicine",₹ 200,₹ 400,Citizen Care Clinic,Hyderabad,,8:00 PM,11:00 PM,Hyderabad
159,Dr. Sindhura Akkala,General+Physician,13,MBBS,₹ 600,₹ 200,Astra Healthcare,Manikonda,,10:00 AM,12:00 PM,Hyderabad
160,Dr. R.Pavan Kumar,General+Physician,16,"MBBS, PGDHIVM, PGDHSC - Diabetology",₹ 300,₹ 300,Wellness Hospital,Hyderabad,,1:00 PM,4:00 PM,Hyderabad
161,Dr. Preethy Aparanjitham,General+Physician,25,MBBS Bachelor of Medicine and Bachelor of Surgery,₹ 500,₹ 500,Aspire clinics,Hyderabad,Diabetes ,6:00 PM,8:00 PM,Hyderabad
162,Dr. Nagavender Rao Madhavaram,General+Physician,23,MD - General Medicine,₹ 500,₹ 800,Life Line Poly Clinic,Kukatpally,,6:30 PM,9:00 PM,Hyderabad
163,Dr. Mohammed Muzaffar Sharif,General+Physician,17,"MBBS, MS - ENT",₹ 100,₹ 500,THE ENT CARE-DR JAFFAR SHARIFF CLINIC,Amberpet,"Allergy, Allergy Treatment ",6:00 PM,10:00 PM,Hyderabad
164,Dr. M. Sheetal Kumar,General+Physician,13,"DNB (General Medicine), PGDDM - LONDON (UK), FCD - Diabetology",₹ 550,₹ 500,Shresta Clinic,Narayanguda,,6:00 PM,8:30 PM,Hyderabad
165,Dr. Bhavani Sagar Surampally,General+Physician,17,MBBS,₹ 400,,₹ 6,500 onlineDr.Bhavani Sagar,,6:00 PM,9:00 PM,Hyderabad
166,Dr. Narasimharao Vasireddy,General+Physician,42,"Certification in Food And Nutrition, C.C.E.B.D.M, Diploma in Diabetology, MBBS",₹ 300,₹ 150,MEDCARE CLINIC,Nizampet,,7:00 PM,9:00 PM,Hyderabad
167,Dr. Lily Rodrigues,General+Physician,37,"MBBS, DNB - General Medicine",₹ 650,,Surakshaka Multi-Speciality And Diabetes Hospitals,Kukatpally,"Removal of Corns, Asthma ",10:00 AM,8:00 PM,Hyderabad
168,Dr. Mukesh Sharma,General+Physician,32,"MD, MBBS",₹ 500,₹ 500,Gayatri Clinic,Trimulgherry,,10:00 AM,1:00 PM,Hyderabad
169,Dr. Mohammed Faisal,General+Physician,16,"MBBS Bachelor of Medicine and Bachelor of Surgery, MD - Tuberculosis & Respiratory Disease...read more",₹ 800,₹ 350,Trucare Chest Clinic,Vijay Nagar Colony Rd,,6:00 PM,8:00 PM,Hyderabad
170,Dr. Arun Kumar,General+Physician,11,"DNB (General Medicine), MBBS",₹ 800,,Continental Hospital,Nanakramguda,,9:00 AM,5:00 PM,Hyderabad
171,Dr. Niveditha Rao,General+Physician,10,MBBS,₹ 600,₹ 350,Star Hospitals,Hyderabad,,9:00 AM,2:30 PM,Hyderabad
172,Dr. M. V. Rao,General+Physician,40,"MBBS, MD - General Medicine",₹ 900,,Yashoda Hospital - Somajiguda,Somajiguda,,10:00 AM,2:00 PM,Hyderabad
173,Dr. S D S Raju,General+Physician,20,"MD - General Medicine, MRCP (UK)",₹ 300,₹ 300,TRINITY MULTISPECIALITY HOSPITAL,Dammaiguda,,7:00 AM,9:00 PM,Hyderabad
174,Dr. Fini Ani Philip,General+Physician,30,"MBBS, Master Of Family Medicine, Diploma In Geriatric Medicine",₹ 500,₹ 500,Dr. Finy's Clinic,KPHB,,5:00 PM,7:00 PM,Hyderabad
175,Dr. Khalid Mohammad Munir,General+Physician,20,"PGC Diabetology, MBBS",₹ 400,₹ 300,Medlife clinic,Manikonda,,9:00 AM,7:30 PM,Hyderabad
176,Dr. Chaitanya Challa,General+Physician,24,"MBBS, MD GENERAL MEDICINE, PDCC CRITICAL CARE, FCCS CRITICAL CARE",₹ 300,₹ 300,Challa hospitals,Ameerpet,"Diabetes, Dressings of Wounds",5:00 PM,7:00 PM,Hyderabad
177,Dr. Mirza Nimmat Baig,General+Physician,19,md general phisician,₹ 200,₹ 200,Dr.Mirza Clinic,Malakpet,Viral Fever Treatment,10:00 AM,10:00 PM,Hyderabad
178,I N N A T E | The Clinic,General+Physician,,,₹ 300,₹ 350,Innate The Clinic,Kukatpally,,9:00 AM,9:00 PM,Hyderabad
179,Dr. M  Sudhir,General+Physician,44,"MBBS, DNB -General Medicine, MD - General Medicine, DNB- Gastroenterology",₹ 500,,Pace Hospitals,Begumpet,,11:00 AM,2:00 PM,Hyderabad
180,Dr. Mohammed Parvez,General+Physician,24,"Advanced Cardiac Life Support ( ACLS ), MBBS, MD - Internal Medicine, ACLS, American Board...read more",₹ 300,₹ 500,True Care Clinic,Musheerabad,,,,Hyderabad
181,Dr. K.Hari Babu,General+Physician,35,"MBBS, MD - Medicine",₹ 400,,ANITHA NURSING HOME,Chanda Nagar,,10:00 AM,1:00 PM,Hyderabad
182,Dr. Butchi.Kr.Keerthiman,General+Physician,11,MBBS,₹ 300,₹ 250,Family Docs Clinic,Hyderabad,Cold Cough ,6:30 PM,9:30 PM,Hyderabad
183,Dr. Naresh Kumar Monigari,General+Physician,13,"MD - General Medicine, MBBS, DNB Cardiology",₹ 600,₹ 200,Aaradhya speciality clinics,Hyderabad,,10:00 AM,2:00 PM,Hyderabad
184,Dr. Emad Mohammed,General+Physician,9,MBBS,₹ 500,₹ 200,Yash Polyclinics,Gachibowli,,7:00 PM,9:00 PM,Hyderabad
185,Dr. Perla Soniya Rani,General+Physician,6,"Bachelor of Medicine, Bachelor of Surgery (M.B.B.S.), Medicine",₹ 200,₹ 200,Nikhil Nursing Home,Hyderabad,,7:00 AM,8:00 PM,Hyderabad
186,Dr. Vamshi Nandan Rao Gunuganti,General+Physician,10,MD - General Medicine,₹ 509,₹ 500,Svasth medi clinic,Hyderabad,,6:30 PM,9:00 PM,Hyderabad
187,Dr. Subhash Chander Gadde,General+Physician,51,"MF Home, MBBS",₹ 200,₹ 200,New Life Homeocare,Bowenpally,Sexually Transmitted Disease (STD) Treatment ,10:00 AM,8:00 PM,Hyderabad
188,Dr. Vengala Reddy,General+Physician,50,MBBS,₹ 300,₹ 300,,,,6:00 PM,9:00 PM,Hyderabad
189,Dr. Sonal Jain Gandhi,General+Physician,9,MD - General Medicine,₹ 600,₹ 300,Dr Sonals Health Care Centre,Mukund Nagar,,6:30 PM,9:30 PM,Hyderabad
190,Dr. D Venkateshwarlu,General+Physician,37,"MBBS, MD - General Medicine",₹ 150,,Swathi Hospital,Banjara Hills,"Allergy Treatment, Allergy ",8:00 AM,11:00 AM,Hyderabad
191,Dr. Divya Ranjani,General+Physician,10,"MD - General Medicine, MBBS",₹ 500,₹ 300,Shadan Institute Of Medical Sciences,Hyderabad,,10:00 AM,4:00 PM,Hyderabad
192,Dr. M.R. Prabhakar Murhy,General+Physician,38,MBBS,₹ 500,,Thyrocare,Padma Rao Nagar,"Detoxification, Allergy Treatment, Allergy",6:30 PM,9:30 PM,Hyderabad
193,Dr. Gattu Srinivasulu,General+Physician,46,MBBS,₹ 500,₹ 300,Shreesha Health Care hospital,Vanasthalipuram,,9:00 AM,2:00 PM,Hyderabad
194,Dr. Rajeev Prasad,General+Physician,15,"MBBS, MD - Physician",₹ 500,₹ 200,KVR Diagnostic & Poly Clinic,Karmanghat,,9:00 AM,9:00 PM,Hyderabad
195,Dr. Surendra Nehru Muddu,General+Physician,32,MD - Internal Medicine,₹ 500,,klavo clinic,Hyderabad,,9:00 AM,10:00 PM,Hyderabad
196,Dr. Mahesh Marda,General+Physician,47,"MBBS, MD - General Medicine",₹ 650,,Premier Hospital,Toli Chowki,"Diabetes, Stomach Pain ",10:00 AM,1:00 PM,Hyderabad
197,Dr. Satish Kotla,General+Physician,30,"M.B.B.S, MD - General Medicine, fellowship in Euroasian academy of diabetology, certificat...read more",,,,,,10:30 AM,2:00 PM,Hyderabad
198,Dr. Sandeep Ghanta,General+Physician,18,"MBBS, MD - General Medicine, Post Graduate Diploma in Diabetology (PGDD)",₹ 0,,Citizens Specialty Hospitals,Lingampally,,10:30 AM,1:30 PM,Hyderabad
199,Dr. M A Majid,General+Physician,20,MD - Pharmacology,₹ 200,,Amen Unani  Medical Center,Masab Tank,,5:00 PM,7:00 PM,Hyderabad
200,Dr Venu Madhav Badla,Orthopedist,23,"MBBS, MS",₹ 350,,NH Malla Reddy Narayan Multispeciality Hospital,Jeedimetla,,10:00 AM,4:00 PM,Hyderabad
201,Dr. L,Orthopedist,,,₹ 500,₹ 200,Jayaprakash,Hyderabad,,7:00 AM,10:30 PM,Hyderabad
202,Dr. Kiran Kumar Reddy Badam,Orthopedist,18,"MBBS, MS - Orthopaedics, MRCS (UK)",₹ 0,,Pristyn Care Clinic,Hyderabad,,5:00 PM,8:00 PM,Hyderabad
203,Dr. Repakula Kartheek,Orthopedist,14,"MBBS, MS - Orthopaedics",₹ 0,,Pristyn Care,Trinity Lutheran Church,,10:00 AM,7:00 PM,Hyderabad
204,Dr. Mir Jawad Zar Khan,Orthopedist,23,"MBBS, MS - Orthopaedics, M.CH - Ortho & Fellowship in Arthoplasty, Fellowship in Arthoplas...read more",₹ 750,,Germanten Hospital,Attapur,"Knee Pain, Back Pain, Lower Back Pain ",10:00 AM,6:00 PM,Hyderabad
205,Dr Hari Prakash,Orthopedist,14,,,,,,,8:00 AM,11:00 PM,Hyderabad
206,Dr. P Sharat Kumar,Orthopedist,36,"FFSEM, MFSEM, DIP - SEM GB & I, MS - Orthopaedics, MBBS, MCh Orthopaedics",₹ 800,,₹ 1,000 onlineDr. P Sharat Kumar,"Knee Pain, Shoulder Pain, Nerve And Muscle Disorders ",11:00 AM,3:00 PM,Hyderabad
207,Dr. M.Kaushik Reddy,Orthopedist,18,"MS - Orthopaedics, MBBS",₹ 500,₹ 400,Apollo Hospitals - Jubilee Hills,Jubilee Hills,"Back Pain, Knee Pain, Shoulder Pain ",8:00 AM,4:00 PM,Hyderabad
208,Apollo Spectra Hospitals,Orthopedist,,,,,,,,9:00 AM,9:00 PM,Hyderabad
209,Dr. Nithin Kumar Bejjanki,Orthopedist,23,"Fellowship of the Royal College of Surgeons (FRCS), Membership of the Royal College of Sur...read more",,₹ 500,Dr.Nithin Sport Injury Clinic,Secunderabad,"Back Pain, Bone Fracture, Leg Pain",,,Hyderabad
210,Dr. G Manjunath Reddy,Orthopedist,30,"MBBS, DNB (Orthopedics), Diploma In Orthopaedics, Mch- Orthopedics",₹ 500,,Universal Clinics,KPHB,,9:00 AM,12:00 PM,Hyderabad
211,Dr. R Kartheek,Orthopedist,15,"MBBS, MS - Orthopaedics, Fellowship In Joint Replacement",₹ 400,₹ 300,Sunshine Hospitals (On Call),Hyderabad,,9:00 AM,9:00 AM,Hyderabad
212,Dr. Ashwin Kasturi,Orthopedist,21,"MBBS, MS - Orthopaedics",₹ 600,,Cure Speciality Clinics,Kukatpally,"Leg Pain, Shoulder Pain, Knee Pain ",11:00 AM,1:30 PM,Hyderabad
213,Dr. A.Mohan Krishna,Orthopedist,21,"M Ch. Ortho, M.S Orthopedics, M.B.B.S",₹ 700,,Apollo Hospitals,Film Nagar,"Ankle Pain Treatment, Knee Pain, Knee Pain Treatment ",10:30 AM,1:30 PM,Hyderabad
214,Dr. G K Sudhakar Reddy,Orthopedist,27,"MBBS, MS - Orthopaedics, FRCS (Orth) UK, MCh - Ortho, Diploma In Sports Medicine, MRCS Ed",₹ 650,,Revive Clinics,Nallagandla,,6:00 PM,8:00 PM,Hyderabad
215,Dr. Bharat Sharma,Orthopedist,22,"MBBS, Diploma In Orthopaedics (D. Ortho), DNB (Orthopedics), Fellowship in Knee Surgery, F...read more",₹ 250,₹ 250,MedRites,Hyderabad,"Knee Pain, Ankle Pain Treatment, Knee Pain Treatment ",7:00 PM,8:30 PM,Hyderabad
216,Dr. Praneeth Reddy C V,Orthopedist,14,"MBBS, MS - Orthopaedics",₹ 600,₹ 450,Apollo Hospitals,Jubilee Hills,,9:00 AM,4:00 PM,Hyderabad
217,Dr. Kishore B Reddy,Orthopedist,22,"MBBS, MS - Orthopaedics",₹ 700,₹ 300,Amor Hospitals,Kukatpally,,10:00 AM,7:00 PM,Hyderabad
218,Dr. Somasekhar Reddy N,Orthopedist,40,"MBBS, MS - Orthopaedics, MCh orthopaedics",,,,,,2:00 PM,6:00 PM,Hyderabad
219,Dr. Jagathpally Alwal Reddy,Orthopedist,24,MS - Orthopaedics,₹ 300,,Sri Ramadevi Orthopaedic Hospital,Vanasthalipuram,,6:30 PM,8:30 PM,Hyderabad
220,Dr. A Srinivas Goud,Orthopedist,25,"MS - Orthopaedics, MBBS",₹ 500,₹ 500,Akshara Orthopedic Centre,West Marredpally,,6:00 PM,8:30 PM,Hyderabad
221,Dr. Jagan Mohan Reddy Velpula,Orthopedist,27,"MBBS Bachelor of Medicine and Bachelor of Surgery, DNB (Orthopedics), MRCS-Edinburgh, Dipl...read more",₹ 600,₹ 250,care hospitals -hi tech branch,Gachibowli,,9:30 AM,3:45 PM,Hyderabad
222,Dr. Madhu Geddam,Orthopedist,15,"MBBS, MS - Orthopaedics, Fellowship In Sports Medicine",₹ 600,₹ 300,Srikara Hospitals,Kavadiguda,,10:00 AM,4:00 PM,Hyderabad
223,Dr. Vijaybhasker B,Orthopedist,27,MS - Orthopaedics,₹ 200,,ravihelioshospitals,Hyderabad,,5:00 PM,9:00 PM,Hyderabad
224,Dr. Gurram Sudhakar Reddy,Orthopedist,13,"MBBS, MS - Orthopaedics, Fellow in Spine Surgery, Fellowship in Joint Replacement",₹ 600,₹ 200,Srikara Hospital,L B Nagar,,9:00 AM,5:00 PM,Hyderabad
225,Dr. G P R K Rohit Reddy,Orthopedist,13,"MBBS, MS - Orthopaedics",₹ 500,₹ 500,Vaidya Poly Clinic,Madhapur,,10:00 AM,1:00 PM,Hyderabad
226,Dr. K Sudhir Reddy,Orthopedist,31,"MBBS, MS - Orthopaedics, M.Ch - Orthopaedics, FRCS - General Surgery, FRCS - Trauma & Orth...read more",₹ 800,,Landmark Hospitals,Kukatpally,,12:00 PM,3:30 PM,Hyderabad
227,Dr. Kalyan Kumar Varma Kalidindi,Orthopedist,13,,₹ 600,₹ 300,Sunbliz Spine & Ortho Clinics,KPHB,,6:00 PM,8:00 PM,Hyderabad
228,Dr. Lokesh Gupta,Orthopedist,10,"MBBS Dnb , Diploma In Orthopaedics (D. Ortho)",₹ 500,₹ 200,Geeta MultiSpeciality Hospital,Dilsukhnagar,,7:00 PM,9:00 PM,Hyderabad
229,Dr. Santosh Patil,Orthopedist,17,DNB (Orthopedics),₹ 300,,Eureka Superspeciality Clinic,Madinaguda,Joint Pain ,7:30 AM,9:30 AM,Hyderabad
230,Dr. Sanjib Kumar Behera,Orthopedist,36,"MS - Orthopaedics, MBBS Bachelor of Medicine and Bachelor of Surgery, DNB - Orthopedics & ...read more",₹ 500,₹ 300,Yashoda Hospital,Secunderabad,,9:00 AM,6:00 PM,Hyderabad
231,Dr. Rakesh Raja,Orthopedist,12,"MBBS, MS - Orthopaedics, Fellowship in Joint Replacement",₹ 300,₹ 200,NETHAJI POLY CLINIC,Kompally,,10:00 AM,12:00 PM,Hyderabad
232,Dr. Sushanth M V,Orthopedist,25,"MSc in Clinical Orthopaedics, fellowship in Arthroplasty and Arthroscopy, Post Graduation,...read more",₹ 600,,Kasturi Multispeciality Hospital,Hyderabad,Spinal Surgery ,11:00 AM,2:00 PM,Hyderabad
233,Dr. Purushottam Reddy Padala,Orthopedist,31,"FRCS, FRCS, MS - Orthopaedics, MBBS",₹ 400,,Happy Feet Foot Clinics,Jubilee Hills,,10:00 AM,8:00 PM,Hyderabad
234,Dr. Srinivas Kumar D,Orthopedist,25,MS - Orthopaedics,₹ 200,,Orthopedic Clinic,Mehdipatnam,,7:30 PM,9:00 PM,Hyderabad
235,Dr. Sujitkumar Vakati R,Orthopedist,10,"MS - Orthopaedics, M Ch. Ortho, Shoulder and Elbow fellowship, Shoulder and Elbow fellowsh...read more",,₹ 300,Ankura Hospital,Chanda Nagar,Ankle Pain Treatment,,,Hyderabad
236,Dr. Sadhan Palakuri,Orthopedist,12,"Fellowship in Sports Orthopaedics & Arthroscopy, Fellowship in arthroplasty & reconstructi...read more",,₹ 500,Apollo Hospitals,Hyderabad,,,,Hyderabad
237,Dr. Shiva Kumar Ale,Orthopedist,11,"MBBS, MS - Orthopaedics",₹ 500,₹ 200,Seasons Hospital,Amberpet,,10:00 AM,2:00 PM,Hyderabad
238,Dr. Muhammed Tanzeel Munawar,Orthopedist,17,MS - Orthopaedics,₹ 300,₹ 200,MG ORTHO CARE,Hyderabad,,7:00 PM,10:00 PM,Hyderabad
239,Dr. Vasudev Rao S,Orthopedist,32,MS - Orthopaedics,₹ 250,,Saptagiri Hospital,Dilsukhnagar,,2:00 PM,4:00 PM,Hyderabad
240,Dr. Madan Mohan,Orthopedist,31,"MBBS, MS - Orthopaedics",₹ 500,,Skorts Multi Specialty Clinics,Ameerpet,,6:00 PM,9:00 PM,Hyderabad
241,Dr. Rajkumar,Orthopedist,,,₹ 400,₹ 500,Saisurya Fracture Ortho & Diabetes Clinic,Chikkadapally,,10:00 AM,12:00 PM,Hyderabad
242,Dr. Ramesh Chandra Katragadda,Orthopedist,30,"DNB (Orthopedics), M.S.ORTHO",₹ 600,,Zoi Hospitals,Attapur,,10:30 AM,2:30 PM,Hyderabad
243,Dr. Somasekhar Reddy. N,Orthopedist,40,"MBBS, MS - Orthopaedics, M.Ch",,,,,,2:00 PM,5:00 PM,Hyderabad
244,Dr. Sanjay Tapadia,Orthopedist,23,"MBBS, DNB - Orthopedics, Mch Orthopedics",₹ 800,,Zoi Hospitals - Attapur,Attapur,,5:00 PM,8:30 PM,Hyderabad
245,Dr. Mirza Atif Baig,Orthopedist,20,"MBBS, MS - Orthopaedics, DNB - Orthopedics",₹ 300,,Dr Atif's Orthopaedic Clinic,Mehadipatnam,,6:30 PM,9:00 PM,Hyderabad
246,Dr. Balaraju Naidu,Orthopedist,14,,₹ 500,,ONUS HOSPITALS,Hyderabad,,10:00 AM,8:00 PM,Hyderabad
247,Dr. Sunil Apsingi,Orthopedist,28,"MBBS, MS - Orthopaedics",₹ 500,₹ 200,Medicover Hospitals,Hi Tech City,,11:00 AM,3:00 PM,Hyderabad
248,Dr. Vijay Kumar Loya,Orthopedist,12,"MBBS Bachelor of Medicine and Bachelor of Surgery, MS - Orthopaedics, DNB (Orthopedics), F...read more",₹ 500,₹ 200,Bone Joint and Spine Clinic,Kachiguda,,6:00 PM,9:00 PM,Hyderabad
249,S.V.L.Narasimha Reddy,Orthopedist,20,"MBBS, DNB (Orthopedics)",₹ 400,₹ 200,Pragnya Ortho Care,Hyderabad,,7:00 PM,8:00 PM,Hyderabad
250,Dr Samhitha Alukur,Gynaecologist,10,"MBBS, DGO, DNB, MBBS, DGO, DNB",₹ 500,,Pristyn Care Clinic,Banjara Hills,,3:30 PM,8:30 PM,Hyderabad
251,Dr. Sindhuri Kapu,Gynaecologist,13,"MBBS, DNB - Obstetrics & Gynecology",₹ 800,₹ 500,Ankura Hospital for Women & Children - Banjara Hills,Hyderabad,,10:00 AM,6:00 PM,Hyderabad
252,Dr. Juhul Arvind Patel,Gynaecologist,8,"DNB, DGO, Dip. Hospital Administration, Diploma Gynaecological Endoscopy, Kiel Germany, PG...read more",₹ 500,₹ 300,Pristyn Care,Hyderabad,,10:00 AM,8:00 PM,Hyderabad
253,Dr. Paipuru,Gynaecologist,,,₹ 500,,Pristyn Care Clinic,Banjara Hills,,5:00 PM,8:00 PM,Hyderabad
254,Dr M Swapna Reddy,Gynaecologist,17,"MBBS, DGO",₹ 500,,Pristyn care,Hyderabad,,9:00 AM,6:30 PM,Hyderabad
255,Dr. Sadhvi Reddy,Gynaecologist,14,"Fellowship  In Minimal Access Surgery, MS - Obstetrics and Gynaecology, MBBS",₹ 500,₹ 500,Vijay Hospital,Dilsukhnagar,"No Periods, Sex Education, Irregular Periods ",11:00 AM,5:00 PM,Hyderabad
256,Dr. Shaivalini Kamarapu,Gynaecologist,13,"MBBS, MS - Obstetrics and Gynaecology, FMAS.Laparoscopy, Cosmetic Gynaecology",₹ 600,₹ 600,AMVI Hospital,Hyderabad,"No Periods, Pregnancy Query, Irregular Periods",10:00 AM,2:00 PM,Hyderabad
257,Dr. Radhika Kandula,Gynaecologist,23,"MBBS, DNB (Obstetrics and Gyneacology), FNB Reproductive Medicine",₹ 300,₹ 300,Institute of Women Health and Fertility,Kukatpally,"No Periods, Irregular Periods, Pregnancy ",10:00 AM,1:00 PM,Hyderabad
258,Dr. Vijaya Sree J,Gynaecologist,15,"MBBS Bachelor of Medicine and Bachelor of Surgery, Diploma in Obstetrics & Gynaecology, MS...read more",₹ 500,₹ 300,VIJAYA SREE CLINIC & DIAGNOSTICS,Habsiguda,,11:00 AM,9:00 PM,Hyderabad
259,Dr. Vani Cherukuri,Gynaecologist,37,"MBBS, MD - Obstetrics & Gynaecology, DGO",₹ 500,,₹ 1,000 onlineEVA Care Clinic- The Every Woman?s Clinic,,10:00 AM,5:00 PM,Hyderabad
260,Dr. Padma Gandham Gandham,Gynaecologist,34,"MBBS, Diploma in Advanced Obstetrics and Gynaecological Ultrasound",₹ 300,₹ 300,SVS Clinic,L B Nagar,,5:00 PM,8:30 PM,Hyderabad
261,Dr. Sumana T,Gynaecologist,22,"MBBS, DGO, Diploma in Anesthesiology",₹ 600,₹ 350,SLG HOSPITALS,Hyderabad,,9:00 AM,2:45 PM,Hyderabad
262,Dr. Vindhya Gemaraju,Gynaecologist,20,"MBBS, DNB - Obstetrics & Gynecology, DGO",₹ 600,₹ 350,SO Poly Clinic,Hyderabad,,10:30 AM,12:30 PM,Hyderabad
263,Dr. Usha Rani,Gynaecologist,47,"MD - Obstetrics & Gynaecology, Diploma in Obstetrics & Gynaecology, MBBS",₹ 800,₹ 700,Yashoda Hospitals,Hyderabad,,10:00 AM,2:30 PM,Hyderabad
264,Dr. Hima Deepthi.V,Gynaecologist,17,"MBBS, MS - Obstetrics and Gynaecology",₹ 500,₹ 300,Nova IVI Fertility,Banjara Hills,,9:00 AM,6:00 PM,Hyderabad
265,Dr. Radhika  Rani Akkineni,Gynaecologist,22,"MBBS, MS - Obstetrics and Gynaecology, Fellowship in Infertility",₹ 500,₹ 600,Dr. RADHIKA'S FERTILITY CENTER,Hyderabad,,5:00 PM,7:30 PM,Hyderabad
266,Dr. Bkn Sudha,Gynaecologist,15,DGO,₹ 500,₹ 300,SUDHA HOSPITAL,Hyderabad,Pregnancy ,5:00 PM,8:30 PM,Hyderabad
267,Dr. Srividya Tadru,Gynaecologist,5,"MS - Obstetrics and Gynaecology, DNB (Obstetrics and Gynecology), Fellowship in Reproducti...read more",₹ 300,₹ 400,Samraksha hospital for women and children,Hastinapuram,,5:00 PM,8:00 PM,Hyderabad
268,Dr. Madhavi Latha,Gynaecologist,23,"MBBS, DNB - Obstetrics & Gynecology, DGO",₹ 550,,Dr. Madhavi's Gynaecology Clinic,Hyderabad,,11:30 AM,2:00 PM,Hyderabad
269,Dr. Chandana Galidevara,Gynaecologist,15,"MRCOG(UK), MS - Obstetrics & Gynecology, DNB (Obstetrics and Gynecology), Fellowship in Mi...read more",₹ 600,,Satyasree Clinics & Diagnostics,Kondapur,,6:30 PM,9:30 PM,Hyderabad
270,Dr. Chandrakanth,Gynaecologist,28,"Diploma in Psychology and Sexology, Diploma in Obstetrics & Gynaecology, Royal College of ...read more",₹ 500,₹ 200,AKSHAYA HOSPITAL,Hyderabad,,11:30 AM,2:30 PM,Hyderabad
271,Dr. K Nageswari  Rao,Gynaecologist,33,"MD, MBBS",₹ 600,,Sri Swetha Multi Speciality Daycare Surgical Centre,Hyderabad,Pregnancy ,10:00 AM,4:00 PM,Hyderabad
272,Dr. T Anuradha,Gynaecologist,37,"MBBS, DGO",₹ 800,₹ 600,Anu's Gynaec,Test Tube&Fertility  Centre,,10:00 AM,2:00 PM,Hyderabad
